CHAMP;ANNEE_1968_2019;MOIS2;JOUR;DECES
FE;1995;10;07;
FE;1995;10;08;
FE;1995;10;09;
FE;1995;10;10;
FE;1995;10;11;
FE;1995;10;12;
FE;1995;10;13;
FE;1995;10;14;
FE;1995;10;15;
FE;1995;10;16;
FE;1995;10;17;
FE;1995;10;18;
FE;1995;10;19;
FE;1995;10;20;
FE;1995;10;21;
FE;1995;10;22;
FE;1995;10;23;
FE;1995;10;24;
FE;1995;10;25;
FE;1995;10;26;
FE;1995;10;27;
FE;1995;10;28;
FE;1995;10;29;
FE;1995;10;30;
FE;1995;10;31;
FE;1995;10;MM;
FE;1995;11;01;
FE;1995;11;02;
FE;1995;11;03;
FE;1995;11;04;
FE;1995;11;05;
FE;1995;11;06;
FE;1995;11;07;
FE;1995;11;08;
FE;1995;11;09;
FE;1995;11;10;
FE;1995;11;11;
FE;1995;11;12;
FE;1995;11;13;
FE;1995;11;14;
FE;1995;11;15;
FE;1995;11;16;
FE;1995;11;17;
FE;1995;11;18;
FE;1995;11;19;
FE;1995;11;20;
FE;1995;11;21;
FE;1995;11;22;
FE;1995;11;23;
FE;1995;11;24;
FE;1995;11;25;
FE;1995;11;26;
FE;1995;11;27;
FE;1995;11;28;
FE;1995;11;29;
FE;1995;11;30;
FE;1995;11;31;
FE;1995;11;MM;
FE;1995;12;01;
FE;1995;12;02;
FE;1995;12;03;
FE;1995;12;04;
FE;1995;12;05;
FE;1995;12;06;
FE;1995;12;07;
FE;1995;12;08;
FE;1995;12;09;
FE;1995;12;10;
FE;1995;12;11;
FE;1995;12;12;
FE;1995;12;13;
FE;1995;12;14;
FE;1995;12;15;
FE;1995;12;16;
FE;1995;12;17;
FE;1995;12;18;
FE;1995;12;19;
FE;1995;12;20;
FE;1995;12;21;
FE;1995;12;22;
FE;1995;12;23;
FE;1995;12;24;
FE;1995;12;25;
FE;1995;12;26;
FE;1995;12;27;
FE;1995;12;28;
FE;1995;12;29;
FE;1995;12;30;
FE;1995;12;31;
FE;1995;12;MM;
FE;1996;01;01;
FE;1996;01;02;
FE;1996;01;03;
FE;1996;01;04;
FE;1996;01;05;
FE;1996;01;06;
FE;1996;01;07;
FE;1996;01;08;
FE;1996;01;09;
FE;1996;01;10;
FE;1996;01;11;
FE;1996;01;12;
FE;1996;01;13;
FE;1996;01;14;
FE;1996;01;15;
FE;1996;01;16;
FE;1996;01;17;
FE;1996;01;18;
FE;1996;01;19;
FE;1996;01;20;
FE;1996;01;21;
FE;1996;01;22;
FE;1996;01;23;
FE;1996;01;24;
FE;1996;01;25;
FE;1996;01;26;
FE;1996;01;27;
FE;1996;01;28;
FE;1996;01;29;
FE;1996;01;30;
FE;1996;01;31;
FE;1996;01;MM;
FE;1996;02;01;
FE;1996;02;02;
FE;1996;02;03;
FE;1996;02;04;
FE;1996;02;05;
FE;1996;02;06;
FE;1996;02;07;
FE;1996;02;08;
FE;1996;02;09;
FE;1996;02;10;
FE;1996;02;11;
FE;1996;02;12;
FE;1996;02;13;
FE;1996;02;14;
FE;1996;02;15;
FE;1996;02;16;
FE;1996;02;17;
FE;1996;02;18;
FE;1996;02;19;
FE;1996;02;20;
FE;1996;02;21;
FE;1996;02;22;
FE;1996;02;23;
FE;1996;02;24;
FE;1996;02;25;
FE;1996;02;26;
FE;1996;02;27;
FE;1996;02;28;
FE;1996;02;29;
FE;1996;02;30;
FE;1996;02;31;
FE;1996;02;MM;
FE;1996;03;01;
FE;1996;03;02;
FE;1996;03;03;
FE;1996;03;04;
FE;1996;03;05;
FE;1996;03;06;
FE;1996;03;07;
FE;1996;03;08;
FE;1996;03;09;
FE;1996;03;10;
FE;1996;03;11;
FE;1996;03;12;
FE;1996;03;13;
FE;1996;03;14;
FE;1996;03;15;
FE;1996;03;16;
FE;1996;03;17;
FE;1996;03;18;
FE;1996;03;19;
FE;1996;03;20;
FE;1996;03;21;
FE;1996;03;22;
FE;1996;03;23;
FE;1996;03;24;
FE;1996;03;25;
FE;1996;03;26;
FE;1996;03;27;
FE;1996;03;28;
FE;1996;03;29;
FE;1996;03;30;
FE;1996;03;31;
FE;1996;03;MM;
FE;1996;04;01;
FE;1996;04;02;
FE;1996;04;03;
FE;1996;04;04;
FE;1996;04;05;
FE;1996;04;06;
FE;1996;04;07;
FE;1996;04;08;
FE;1996;04;09;
FE;1996;04;10;
FE;1996;04;11;
FE;1996;04;12;
FE;1996;04;13;
FE;1996;04;14;
FE;1996;04;15;
FE;1996;04;16;
FE;1996;04;17;
FE;1996;04;18;
FE;1996;04;19;
FE;1996;04;20;
FE;1996;04;21;
FE;1996;04;22;
FE;1996;04;23;
FE;1996;04;24;
FE;1996;04;25;
FE;1996;04;26;
FE;1996;04;27;
FE;1996;04;28;
FE;1996;04;29;
FE;1996;04;30;
FE;1996;04;31;
FE;1996;04;MM;
FE;1996;05;01;
FE;1996;05;02;
FE;1996;05;03;
FE;1996;05;04;
FE;1996;05;05;
FE;1996;05;06;
FE;1996;05;07;
FE;1996;05;08;
FE;1996;05;09;
FE;1996;05;10;
FE;1996;05;11;
FE;1996;05;12;
FE;1996;05;13;
FE;1996;05;14;
FE;1996;05;15;
FE;1996;05;16;
FE;1996;05;17;
FE;1996;05;18;
FE;1996;05;19;
FE;1996;05;20;
FE;1996;05;21;
FE;1996;05;22;
FE;1996;05;23;
FE;1996;05;24;
FE;1996;05;25;
FE;1996;05;26;
FE;1996;05;27;
FE;1996;05;28;
FE;1996;05;29;
FE;1996;05;30;
FE;1996;05;31;
FE;1996;05;MM;
FE;1996;06;01;
FE;1996;06;02;
FE;1996;06;03;
FE;1996;06;04;
FE;1996;06;05;
FE;1996;06;06;
FE;1996;06;07;
FE;1996;06;08;
FE;1996;06;09;
FE;1996;06;10;
FE;1996;06;11;
FE;1996;06;12;
FE;1996;06;13;
FE;1996;06;14;
FE;1996;06;15;
FE;1996;06;16;
FE;1996;06;17;
FE;1996;06;18;
FE;1996;06;19;
FE;1996;06;20;
FE;1996;06;21;
FE;1996;06;22;
FE;1996;06;23;
FE;1996;06;24;
FE;1996;06;25;
FE;1996;06;26;
FE;1996;06;27;
FE;1996;06;28;
FE;1996;06;29;
FE;1996;06;30;
FE;1996;06;31;
FE;1996;06;MM;
FE;1996;07;01;
FE;1996;07;02;
FE;1996;07;03;
FE;1996;07;04;
FE;1996;07;05;
FE;1996;07;06;
FE;1996;07;07;
FE;1996;07;08;
FE;1996;07;09;
FE;1996;07;10;
FE;1996;07;11;
FE;1996;07;12;
FE;1996;07;13;
FE;1996;07;14;
FE;1996;07;15;
FE;1996;07;16;
FE;1996;07;17;
FE;1996;07;18;
FE;1996;07;19;
FE;1996;07;20;
FE;1996;07;21;
FE;1996;07;22;
FE;1996;07;23;
FE;1996;07;24;
FE;1996;07;25;
FE;1996;07;26;
FE;1996;07;27;
FE;1996;07;28;
FE;1996;07;29;
FE;1996;07;30;
FE;1996;07;31;
FE;1996;07;MM;
FE;1996;08;01;
FE;1996;08;02;
FE;1996;08;03;
FE;1996;08;04;
FE;1996;08;05;
FE;1996;08;06;
FE;1996;08;07;
FE;1996;08;08;
FE;1996;08;09;
FE;1996;08;10;
FE;1996;08;11;
FE;1996;08;12;
FE;1996;08;13;
FE;1996;08;14;
FE;1996;08;15;
FE;1996;08;16;
FE;1996;08;17;
FE;1996;08;18;
FE;1996;08;19;
FE;1996;08;20;
FE;1996;08;21;
FE;1996;08;22;
FE;1996;08;23;
FE;1996;08;24;
FE;1996;08;25;
FE;1996;08;26;
FE;1996;08;27;
FE;1996;08;28;
FE;1996;08;29;
FE;1996;08;30;
FE;1996;08;31;
FE;1996;08;MM;
FE;1996;09;01;
FE;1996;09;02;
FE;1996;09;03;
FE;1996;09;04;
FE;1996;09;05;
FE;1996;09;06;
FE;1996;09;07;
FE;1996;09;08;
FE;1996;09;09;
FE;1996;09;10;
FE;1996;09;11;
FE;1996;09;12;
FE;1996;09;13;
FE;1996;09;14;
FE;1996;09;15;
FE;1996;09;16;
FE;1996;09;17;
FE;1996;09;18;
FE;1996;09;19;
FE;1996;09;20;
FE;1996;09;21;
FE;1996;09;22;
FE;1996;09;23;
FE;1996;09;24;
FE;1996;09;25;
FE;1996;09;26;
FE;1996;09;27;
FE;1996;09;28;
FE;1996;09;29;
FE;1996;09;30;
FE;1996;09;31;
FE;1996;09;MM;
FE;1996;10;01;
FE;1996;10;02;
FE;1996;10;03;
FE;1996;10;04;
FE;1996;10;05;
FE;1996;10;06;
FE;1996;10;07;
FE;1996;10;08;
FE;1996;10;09;
FE;1996;10;10;
FE;1996;10;11;
FE;1996;10;12;
FE;1996;10;13;
FE;1996;10;14;
FE;1996;10;15;
FE;1996;10;16;
FE;1996;10;17;
FE;1996;10;18;
FE;1996;10;19;
FE;1996;10;20;
FE;1996;10;21;
FE;1996;10;22;
FE;1996;10;23;
FE;1996;10;24;
FE;1996;10;25;
FE;1996;10;26;
FE;1996;10;27;
FE;1996;10;28;
FE;1996;10;29;
FE;1996;10;30;
FE;1996;10;31;
FE;1996;10;MM;
FE;1996;11;01;
FE;1996;11;02;
FE;1996;11;03;
FE;1996;11;04;
FE;1996;11;05;
FE;1996;11;06;
FE;1996;11;07;
FE;1996;11;08;
FE;1996;11;09;
FE;1996;11;10;
FE;1996;11;11;
FE;1996;11;12;
FE;1996;11;13;
FE;1996;11;14;
FE;1996;11;15;
FE;1996;11;16;
FE;1996;11;17;
FE;1996;11;18;
FE;1996;11;19;
FE;1996;11;20;
FE;1996;11;21;
FE;1996;11;22;
FE;1996;11;23;
FE;1996;11;24;
FE;1996;11;25;
FE;1996;11;26;
FE;1996;11;27;
FE;1996;11;28;
FE;1996;11;29;
FE;1996;11;30;
FE;1996;11;31;
FE;1996;11;MM;
FE;1996;12;01;
FE;1996;12;02;
FE;1996;12;03;
FE;1996;12;04;
FE;1996;12;05;
FE;1996;12;06;
FE;1996;12;07;
FE;1996;12;08;
FE;1996;12;09;
FE;1996;12;10;
FE;1996;12;11;
FE;1996;12;12;
FE;1996;12;13;
FE;1996;12;14;
FE;1996;12;15;
FE;1996;12;16;
FE;1996;12;17;
FE;1996;12;18;
FE;1996;12;19;
FE;1996;12;20;
FE;1996;12;21;
FE;1996;12;22;
FE;1996;12;23;
FE;1996;12;24;
FE;1996;12;25;
FE;1996;12;26;
FE;1996;12;27;
FE;1996;12;28;
FE;1996;12;29;
FE;1996;12;30;
FE;1996;12;31;
FE;1996;12;MM;
FE;1997;01;01;
FE;1997;01;02;
FE;1997;01;03;
FE;1997;01;04;
FE;1997;01;05;
FE;1997;01;06;
FE;1997;01;07;
FE;1997;01;08;
FE;1997;01;09;
FE;1997;01;10;
FE;1997;01;11;
FE;1997;01;12;
FE;1997;01;13;
FE;1997;01;14;
FE;1997;01;15;
FE;1997;01;16;
FE;1997;01;17;
FE;1997;01;18;
FE;1997;01;19;
FE;1997;01;20;
FE;1997;01;21;
FE;1997;01;22;
FE;1997;01;23;
FE;1997;01;24;
FE;1997;01;25;
FE;1997;01;26;
FE;1997;01;27;
FE;1997;01;28;
FE;1997;01;29;
FE;1997;01;30;
FE;1997;01;31;
FE;1997;01;MM;
FE;1997;02;01;
FE;1997;02;02;
FE;1997;02;03;
FE;1997;02;04;
FE;1997;02;05;
FE;1997;02;06;
FE;1997;02;07;
FE;1997;02;08;
FE;1997;02;09;
FE;1997;02;10;
FE;1997;02;11;
FE;1997;02;12;
FE;1997;02;13;
FE;1997;02;14;
FE;1997;02;15;
FE;1997;02;16;
FE;1997;02;17;
FE;1997;02;18;
FE;1997;02;19;
FE;1997;02;20;
FE;1997;02;21;
FE;1997;02;22;
FE;1997;02;23;
FE;1997;02;24;
FE;1997;02;25;
FE;1997;02;26;
FE;1997;02;27;
FE;1997;02;28;
FE;1997;02;29;
FE;1997;02;30;
FE;1997;02;31;
FE;1997;02;MM;
FE;1997;03;01;
FE;1997;03;02;
FE;1997;03;03;
FE;1997;03;04;
FE;1997;03;05;
FE;1997;03;06;
FE;1997;03;07;
FE;1997;03;08;
FE;1997;03;09;
FE;1997;03;10;
FE;1997;03;11;
FE;1997;03;12;
FE;1997;03;13;
FE;1997;03;14;
FE;1997;03;15;
FE;1997;03;16;
FE;1997;03;17;
FE;1997;03;18;
FE;1997;03;19;
FE;1997;03;20;
FE;1997;03;21;
FE;1997;03;22;
FE;1997;03;23;
FE;1997;03;24;
FE;1997;03;25;
FE;1997;03;26;
FE;1997;03;27;
FE;1997;03;28;
FE;1997;03;29;
FE;1997;03;30;
FE;1997;03;31;
FE;1997;03;MM;
FE;1997;04;01;
FE;1997;04;02;
FE;1997;04;03;
FE;1997;04;04;
FE;1997;04;05;
FE;1997;04;06;
FE;1997;04;07;
FE;1997;04;08;
FE;1997;04;09;
FE;1997;04;10;
FE;1997;04;11;
FE;1997;04;12;
FE;1997;04;13;
FE;1997;04;14;
FE;1997;04;15;
FE;1997;04;16;
FE;1997;04;17;
FE;1997;04;18;
FE;1997;04;19;
FE;1997;04;20;
FE;1997;04;21;
FE;1997;04;22;
FE;1997;04;23;
FE;1997;04;24;
FE;1997;04;25;
FE;1997;04;26;
FE;1997;04;27;
FE;1997;04;28;
FE;1997;04;29;
FE;1997;04;30;
FE;1997;04;31;
FE;1997;04;MM;
FE;1997;05;01;
FE;1997;05;02;
FE;1997;05;03;
FE;1997;05;04;
FE;1997;05;05;
FE;1997;05;06;
FE;1997;05;07;
FE;1997;05;08;
FE;1997;05;09;
FE;1997;05;10;
FE;1997;05;11;
FE;1997;05;12;
FE;1997;05;13;
FE;1997;05;14;
FE;1997;05;15;
FE;1997;05;16;
FE;1997;05;17;
FE;1997;05;18;
FE;1997;05;19;
FE;1997;05;20;
FE;1997;05;21;
FE;1997;05;22;
FE;1997;05;23;
FE;1997;05;24;
FE;1997;05;25;
FE;1997;05;26;
FE;1997;05;27;
FE;1997;05;28;
FE;1997;05;29;
FE;1997;05;30;
FE;1997;05;31;
FE;1997;05;MM;
FE;1997;06;01;
FE;1997;06;02;
FE;1997;06;03;
FE;1997;06;04;
FE;1997;06;05;
FE;1997;06;06;
FE;1997;06;07;
FE;1997;06;08;
FE;1997;06;09;
FE;1997;06;10;
FE;1997;06;11;
FE;1997;06;12;
FE;1997;06;13;
FE;1997;06;14;
FE;1997;06;15;
FE;1997;06;16;
FE;1997;06;17;
FE;1997;06;18;
FE;1997;06;19;
FE;1997;06;20;
FE;1997;06;21;
FE;1997;06;22;
FE;1997;06;23;
FE;1997;06;24;
FE;1997;06;25;
FE;1997;06;26;
FE;1997;06;27;
FE;1997;06;28;
FE;1997;06;29;
FE;1997;06;30;
FE;1997;06;31;
FE;1997;06;MM;
FE;1997;07;01;
FE;1997;07;02;
FE;1997;07;03;
FE;1997;07;04;
FE;1997;07;05;
FE;1997;07;06;
FE;1997;07;07;
FE;1997;07;08;
FE;1997;07;09;
FE;1997;07;10;
FE;1997;07;11;
FE;1997;07;12;
FE;1997;07;13;
FE;1997;07;14;
FE;1997;07;15;
FE;1997;07;16;
FE;1997;07;17;
FE;1997;07;18;
FE;1997;07;19;
FE;1997;07;20;
FE;1997;07;21;
FE;1997;07;22;
FE;1997;07;23;
FE;1997;07;24;
FE;1997;07;25;
FE;1997;07;26;
FE;1997;07;27;
FE;1997;07;28;
FE;1997;07;29;
FE;1997;07;30;
FE;1997;07;31;
FE;1997;07;MM;
FE;1997;08;01;
FE;1997;08;02;
FE;1997;08;03;
FE;1997;08;04;
FE;1997;08;05;
FE;1997;08;06;
FE;1997;08;07;
FE;1997;08;08;
FE;1997;08;09;
FE;1997;08;10;
FE;1997;08;11;
FE;1997;08;12;
FE;1997;08;13;
FE;1997;08;14;
FE;1997;08;15;
FE;1997;08;16;
FE;1997;08;17;
FE;1997;08;18;
FE;1997;08;19;
FE;1997;08;20;
FE;1997;08;21;
FE;1997;08;22;
FE;1997;08;23;
FE;1997;08;24;
FE;1997;08;25;
FE;1997;08;26;
FE;1997;08;27;
FE;1997;08;28;
FE;1997;08;29;
FE;1997;08;30;
FE;1997;08;31;
FE;1997;08;MM;
FE;1997;09;01;
FE;1997;09;02;
FE;1997;09;03;
FE;1997;09;04;
FE;1997;09;05;
FE;1997;09;06;
FE;1997;09;07;
FE;1997;09;08;
FE;1997;09;09;
FE;1997;09;10;
FE;1997;09;11;
FE;1997;09;12;
FE;1997;09;13;
FE;1997;09;14;
FE;1997;09;15;
FE;1997;09;16;
FE;1997;09;17;
FE;1997;09;18;
FE;1997;09;19;
FE;1997;09;20;
FE;1997;09;21;
FE;1997;09;22;
FE;1997;09;23;
FE;1997;09;24;
FE;1997;09;25;
FE;1997;09;26;
FE;1997;09;27;
FE;1997;09;28;
FE;1997;09;29;
FE;1997;09;30;
FE;1997;09;31;
FE;1997;09;MM;
FE;1997;10;01;
FE;1997;10;02;
FE;1997;10;03;
FE;1997;10;04;
FE;1997;10;05;
FE;1997;10;06;
FE;1997;10;07;
FE;1997;10;08;
FE;1997;10;09;
FE;1997;10;10;
FE;1997;10;11;
FE;1997;10;12;
FE;1997;10;13;
FE;1997;10;14;
FE;1997;10;15;
FE;1997;10;16;
FE;1997;10;17;
FE;1997;10;18;
FE;1997;10;19;
FE;1997;10;20;
FE;1997;10;21;
FE;1997;10;22;
FE;1997;10;23;
FE;1997;10;24;
FE;1997;10;25;
FE;1997;10;26;
FE;1997;10;27;
FE;1997;10;28;
FE;1997;10;29;
FE;1997;10;30;
FE;1997;10;31;
FE;1997;10;MM;
FE;1997;11;01;
FE;1997;11;02;
FE;1997;11;03;
FE;1997;11;04;
FE;1997;11;05;
FE;1997;11;06;
FE;1997;11;07;
FE;1997;11;08;
FE;1997;11;09;
FE;1997;11;10;
FE;1997;11;11;
FE;1997;11;12;
FE;1997;11;13;
FE;1997;11;14;
FE;1997;11;15;
FE;1997;11;16;
FE;1997;11;17;
FE;1997;11;18;
FE;1997;11;19;
FE;1997;11;20;
FE;1997;11;21;
FE;1997;11;22;
FE;1997;11;23;
FE;1997;11;24;
FE;1997;11;25;
FE;1997;11;26;
FE;1997;11;27;
FE;1997;11;28;
FE;1997;11;29;
FE;1997;11;30;
FE;1997;11;31;
FE;1997;11;MM;
FE;1997;12;01;
FE;1997;12;02;
FE;1997;12;03;
FE;1997;12;04;
FE;1997;12;05;
FE;1997;12;06;
FE;1997;12;07;
FE;1997;12;08;
FE;1997;12;09;
FE;1997;12;10;
FE;1997;12;11;
FE;1997;12;12;
FE;1997;12;13;
FE;1997;12;14;
FE;1997;12;15;
FE;1997;12;16;
FE;1997;12;17;
FE;1997;12;18;
FE;1997;12;19;
FE;1997;12;20;
FE;1997;12;21;
FE;1997;12;22;
FE;1997;12;23;
FE;1997;12;24;
FE;1997;12;25;
FE;1997;12;26;
FE;1997;12;27;
FE;1997;12;28;
FE;1997;12;29;
FE;1997;12;30;
FE;1997;12;31;
FE;1997;12;MM;
FE;1998;01;01;1598
FE;1998;01;02;1568
FE;1998;01;03;1547
FE;1998;01;04;1538
FE;1998;01;05;1535
FE;1998;01;06;1561
FE;1998;01;07;1555
FE;1998;01;08;1553
FE;1998;01;09;1574
FE;1998;01;10;1490
FE;1998;01;11;1507
FE;1998;01;12;1581
FE;1998;01;13;1501
FE;1998;01;14;1479
FE;1998;01;15;1514
FE;1998;01;16;1543
FE;1998;01;17;1534
FE;1998;01;18;1512
FE;1998;01;19;1601
FE;1998;01;20;1515
FE;1998;01;21;1542
FE;1998;01;22;1562
FE;1998;01;23;1550
FE;1998;01;24;1513
FE;1998;01;25;1590
FE;1998;01;26;1512
FE;1998;01;27;1607
FE;1998;01;28;1637
FE;1998;01;29;1595
FE;1998;01;30;1607
FE;1998;01;31;1607
FE;1998;01;MM;48128
FE;1998;02;01;1614
FE;1998;02;02;1628
FE;1998;02;03;1643
FE;1998;02;04;1593
FE;1998;02;05;1628
FE;1998;02;06;1694
FE;1998;02;07;1600
FE;1998;02;08;1609
FE;1998;02;09;1691
FE;1998;02;10;1660
FE;1998;02;11;1629
FE;1998;02;12;1680
FE;1998;02;13;1708
FE;1998;02;14;1697
FE;1998;02;15;1672
FE;1998;02;16;1761
FE;1998;02;17;1707
FE;1998;02;18;1660
FE;1998;02;19;1754
FE;1998;02;20;1762
FE;1998;02;21;1703
FE;1998;02;22;1610
FE;1998;02;23;1679
FE;1998;02;24;1720
FE;1998;02;25;1647
FE;1998;02;26;1725
FE;1998;02;27;1645
FE;1998;02;28;1685
FE;1998;02;29;
FE;1998;02;30;
FE;1998;02;31;
FE;1998;02;MM;46804
FE;1998;03;01;1638
FE;1998;03;02;1657
FE;1998;03;03;1702
FE;1998;03;04;1762
FE;1998;03;05;1637
FE;1998;03;06;1664
FE;1998;03;07;1740
FE;1998;03;08;1552
FE;1998;03;09;1673
FE;1998;03;10;1645
FE;1998;03;11;1656
FE;1998;03;12;1660
FE;1998;03;13;1645
FE;1998;03;14;1704
FE;1998;03;15;1715
FE;1998;03;16;1723
FE;1998;03;17;1684
FE;1998;03;18;1660
FE;1998;03;19;1696
FE;1998;03;20;1685
FE;1998;03;21;1643
FE;1998;03;22;1652
FE;1998;03;23;1770
FE;1998;03;24;1680
FE;1998;03;25;1681
FE;1998;03;26;1653
FE;1998;03;27;1844
FE;1998;03;28;1812
FE;1998;03;29;1708
FE;1998;03;30;1853
FE;1998;03;31;1755
FE;1998;03;MM;52549
FE;1998;04;01;1710
FE;1998;04;02;1732
FE;1998;04;03;1639
FE;1998;04;04;1762
FE;1998;04;05;1616
FE;1998;04;06;1610
FE;1998;04;07;1702
FE;1998;04;08;1729
FE;1998;04;09;1731
FE;1998;04;10;1627
FE;1998;04;11;1576
FE;1998;04;12;1612
FE;1998;04;13;1619
FE;1998;04;14;1737
FE;1998;04;15;1712
FE;1998;04;16;1662
FE;1998;04;17;1683
FE;1998;04;18;1592
FE;1998;04;19;1590
FE;1998;04;20;1616
FE;1998;04;21;1598
FE;1998;04;22;1715
FE;1998;04;23;1580
FE;1998;04;24;1582
FE;1998;04;25;1594
FE;1998;04;26;1499
FE;1998;04;27;1489
FE;1998;04;28;1517
FE;1998;04;29;1532
FE;1998;04;30;1578
FE;1998;04;31;
FE;1998;04;MM;48941
FE;1998;05;01;1411
FE;1998;05;02;1461
FE;1998;05;03;1475
FE;1998;05;04;1523
FE;1998;05;05;1514
FE;1998;05;06;1478
FE;1998;05;07;1462
FE;1998;05;08;1504
FE;1998;05;09;1426
FE;1998;05;10;1543
FE;1998;05;11;1528
FE;1998;05;12;1565
FE;1998;05;13;1573
FE;1998;05;14;1614
FE;1998;05;15;1552
FE;1998;05;16;1426
FE;1998;05;17;1380
FE;1998;05;18;1407
FE;1998;05;19;1419
FE;1998;05;20;1403
FE;1998;05;21;1353
FE;1998;05;22;1463
FE;1998;05;23;1322
FE;1998;05;24;1315
FE;1998;05;25;1381
FE;1998;05;26;1394
FE;1998;05;27;1352
FE;1998;05;28;1400
FE;1998;05;29;1369
FE;1998;05;30;1396
FE;1998;05;31;1358
FE;1998;05;MM;44767
FE;1998;06;01;1350
FE;1998;06;02;1426
FE;1998;06;03;1419
FE;1998;06;04;1443
FE;1998;06;05;1461
FE;1998;06;06;1528
FE;1998;06;07;1425
FE;1998;06;08;1372
FE;1998;06;09;1362
FE;1998;06;10;1428
FE;1998;06;11;1329
FE;1998;06;12;1376
FE;1998;06;13;1281
FE;1998;06;14;1261
FE;1998;06;15;1394
FE;1998;06;16;1373
FE;1998;06;17;1272
FE;1998;06;18;1363
FE;1998;06;19;1376
FE;1998;06;20;1497
FE;1998;06;21;1537
FE;1998;06;22;1389
FE;1998;06;23;1451
FE;1998;06;24;1467
FE;1998;06;25;1393
FE;1998;06;26;1350
FE;1998;06;27;1282
FE;1998;06;28;1311
FE;1998;06;29;1409
FE;1998;06;30;1360
FE;1998;06;31;
FE;1998;06;MM;41685
FE;1998;07;01;1403
FE;1998;07;02;1350
FE;1998;07;03;1363
FE;1998;07;04;1262
FE;1998;07;05;1316
FE;1998;07;06;1351
FE;1998;07;07;1457
FE;1998;07;08;1226
FE;1998;07;09;1276
FE;1998;07;10;1357
FE;1998;07;11;1338
FE;1998;07;12;1372
FE;1998;07;13;1457
FE;1998;07;14;1258
FE;1998;07;15;1316
FE;1998;07;16;1381
FE;1998;07;17;1441
FE;1998;07;18;1387
FE;1998;07;19;1363
FE;1998;07;20;1561
FE;1998;07;21;1459
FE;1998;07;22;1424
FE;1998;07;23;1455
FE;1998;07;24;1379
FE;1998;07;25;1399
FE;1998;07;26;1335
FE;1998;07;27;1301
FE;1998;07;28;1336
FE;1998;07;29;1289
FE;1998;07;30;1311
FE;1998;07;31;1290
FE;1998;07;MM;42213
FE;1998;08;01;1258
FE;1998;08;02;1287
FE;1998;08;03;1299
FE;1998;08;04;1315
FE;1998;08;05;1316
FE;1998;08;06;1327
FE;1998;08;07;1347
FE;1998;08;08;1399
FE;1998;08;09;1516
FE;1998;08;10;1627
FE;1998;08;11;1664
FE;1998;08;12;1654
FE;1998;08;13;1440
FE;1998;08;14;1391
FE;1998;08;15;1282
FE;1998;08;16;1348
FE;1998;08;17;1362
FE;1998;08;18;1329
FE;1998;08;19;1364
FE;1998;08;20;1374
FE;1998;08;21;1306
FE;1998;08;22;1230
FE;1998;08;23;1328
FE;1998;08;24;1307
FE;1998;08;25;1316
FE;1998;08;26;1342
FE;1998;08;27;1245
FE;1998;08;28;1296
FE;1998;08;29;1231
FE;1998;08;30;1243
FE;1998;08;31;1401
FE;1998;08;MM;42144
FE;1998;09;01;1397
FE;1998;09;02;1420
FE;1998;09;03;1458
FE;1998;09;04;1309
FE;1998;09;05;1278
FE;1998;09;06;1251
FE;1998;09;07;1293
FE;1998;09;08;1364
FE;1998;09;09;1325
FE;1998;09;10;1266
FE;1998;09;11;1274
FE;1998;09;12;1270
FE;1998;09;13;1244
FE;1998;09;14;1379
FE;1998;09;15;1388
FE;1998;09;16;1352
FE;1998;09;17;1448
FE;1998;09;18;1364
FE;1998;09;19;1387
FE;1998;09;20;1434
FE;1998;09;21;1393
FE;1998;09;22;1500
FE;1998;09;23;1381
FE;1998;09;24;1390
FE;1998;09;25;1406
FE;1998;09;26;1453
FE;1998;09;27;1390
FE;1998;09;28;1341
FE;1998;09;29;1312
FE;1998;09;30;1365
FE;1998;09;31;
FE;1998;09;MM;40832
FE;1998;10;01;1394
FE;1998;10;02;1338
FE;1998;10;03;1376
FE;1998;10;04;1317
FE;1998;10;05;1360
FE;1998;10;06;1340
FE;1998;10;07;1397
FE;1998;10;08;1438
FE;1998;10;09;1457
FE;1998;10;10;1421
FE;1998;10;11;1457
FE;1998;10;12;1478
FE;1998;10;13;1422
FE;1998;10;14;1435
FE;1998;10;15;1502
FE;1998;10;16;1420
FE;1998;10;17;1458
FE;1998;10;18;1435
FE;1998;10;19;1410
FE;1998;10;20;1374
FE;1998;10;21;1408
FE;1998;10;22;1399
FE;1998;10;23;1383
FE;1998;10;24;1412
FE;1998;10;25;1452
FE;1998;10;26;1380
FE;1998;10;27;1436
FE;1998;10;28;1425
FE;1998;10;29;1365
FE;1998;10;30;1353
FE;1998;10;31;1384
FE;1998;10;MM;43626
FE;1998;11;01;1437
FE;1998;11;02;1418
FE;1998;11;03;1414
FE;1998;11;04;1454
FE;1998;11;05;1434
FE;1998;11;06;1462
FE;1998;11;07;1455
FE;1998;11;08;1410
FE;1998;11;09;1446
FE;1998;11;10;1489
FE;1998;11;11;1311
FE;1998;11;12;1414
FE;1998;11;13;1471
FE;1998;11;14;1397
FE;1998;11;15;1411
FE;1998;11;16;1446
FE;1998;11;17;1303
FE;1998;11;18;1421
FE;1998;11;19;1454
FE;1998;11;20;1497
FE;1998;11;21;1460
FE;1998;11;22;1499
FE;1998;11;23;1501
FE;1998;11;24;1467
FE;1998;11;25;1528
FE;1998;11;26;1568
