CHAMP;ANNEE_1968_2019;MOIS2;JOUR;DECES
FM;1977;08;15;1416
FM;1977;08;16;1381
FM;1977;08;17;1389
FM;1977;08;18;1365
FM;1977;08;19;1270
FM;1977;08;20;1241
FM;1977;08;21;1231
FM;1977;08;22;1293
FM;1977;08;23;1234
FM;1977;08;24;1285
FM;1977;08;25;1295
FM;1977;08;26;1341
FM;1977;08;27;1313
FM;1977;08;28;1267
FM;1977;08;29;1337
FM;1977;08;30;1314
FM;1977;08;31;1352
FM;1977;08;MM;41370
FM;1977;09;01;1414
FM;1977;09;02;1312
FM;1977;09;03;1367
FM;1977;09;04;1374
FM;1977;09;05;1371
FM;1977;09;06;1351
FM;1977;09;07;1347
FM;1977;09;08;1378
FM;1977;09;09;1360
FM;1977;09;10;1234
FM;1977;09;11;1304
FM;1977;09;12;1442
FM;1977;09;13;1388
FM;1977;09;14;1291
FM;1977;09;15;1339
FM;1977;09;16;1346
FM;1977;09;17;1292
FM;1977;09;18;1261
FM;1977;09;19;1420
FM;1977;09;20;1385
FM;1977;09;21;1398
FM;1977;09;22;1395
FM;1977;09;23;1407
FM;1977;09;24;1403
FM;1977;09;25;1528
FM;1977;09;26;1500
FM;1977;09;27;1464
FM;1977;09;28;1400
FM;1977;09;29;1426
FM;1977;09;30;1393
FM;1977;09;31;
FM;1977;09;MM;41290
FM;1977;10;01;1430
FM;1977;10;02;1398
FM;1977;10;03;1395
FM;1977;10;04;1451
FM;1977;10;05;1389
FM;1977;10;06;1460
FM;1977;10;07;1398
FM;1977;10;08;1407
FM;1977;10;09;1415
FM;1977;10;10;1464
FM;1977;10;11;1394
FM;1977;10;12;1319
FM;1977;10;13;1409
FM;1977;10;14;1438
FM;1977;10;15;1420
FM;1977;10;16;1420
FM;1977;10;17;1473
FM;1977;10;18;1449
FM;1977;10;19;1387
FM;1977;10;20;1482
FM;1977;10;21;1509
FM;1977;10;22;1399
FM;1977;10;23;1318
FM;1977;10;24;1397
FM;1977;10;25;1403
FM;1977;10;26;1342
FM;1977;10;27;1355
FM;1977;10;28;1383
FM;1977;10;29;1384
FM;1977;10;30;1341
FM;1977;10;31;1400
FM;1977;10;MM;43629
FM;1977;11;01;1296
FM;1977;11;02;1438
FM;1977;11;03;1442
FM;1977;11;04;1390
FM;1977;11;05;1437
FM;1977;11;06;1436
FM;1977;11;07;1499
FM;1977;11;08;1409
FM;1977;11;09;1364
FM;1977;11;10;1520
FM;1977;11;11;1328
FM;1977;11;12;1447
FM;1977;11;13;1348
FM;1977;11;14;1521
FM;1977;11;15;1386
FM;1977;11;16;1477
FM;1977;11;17;1487
FM;1977;11;18;1468
FM;1977;11;19;1514
FM;1977;11;20;1478
FM;1977;11;21;1561
FM;1977;11;22;1558
FM;1977;11;23;1495
FM;1977;11;24;1458
FM;1977;11;25;1496
FM;1977;11;26;1508
FM;1977;11;27;1475
FM;1977;11;28;1595
FM;1977;11;29;1548
FM;1977;11;30;1553
FM;1977;11;31;
FM;1977;11;MM;43932
FM;1977;12;01;1525
FM;1977;12;02;1633
FM;1977;12;03;1579
FM;1977;12;04;1658
FM;1977;12;05;1743
FM;1977;12;06;1634
FM;1977;12;07;1612
FM;1977;12;08;1644
FM;1977;12;09;1615
FM;1977;12;10;1588
FM;1977;12;11;1606
FM;1977;12;12;1654
FM;1977;12;13;1585
FM;1977;12;14;1495
FM;1977;12;15;1542
FM;1977;12;16;1488
FM;1977;12;17;1641
FM;1977;12;18;1528
FM;1977;12;19;1508
FM;1977;12;20;1527
FM;1977;12;21;1626
FM;1977;12;22;1583
FM;1977;12;23;1593
FM;1977;12;24;1636
FM;1977;12;25;1540
FM;1977;12;26;1629
FM;1977;12;27;1582
FM;1977;12;28;1560
FM;1977;12;29;1467
FM;1977;12;30;1447
FM;1977;12;31;1544
FM;1977;12;MM;49012
FM;1978;01;01;1645
FM;1978;01;02;1664
FM;1978;01;03;1572
FM;1978;01;04;1623
FM;1978;01;05;1584
FM;1978;01;06;1613
FM;1978;01;07;1555
FM;1978;01;08;1580
FM;1978;01;09;1660
FM;1978;01;10;1640
FM;1978;01;11;1623
FM;1978;01;12;1631
FM;1978;01;13;1548
FM;1978;01;14;1688
FM;1978;01;15;1632
FM;1978;01;16;1674
FM;1978;01;17;1632
FM;1978;01;18;1684
FM;1978;01;19;1559
FM;1978;01;20;1651
FM;1978;01;21;1654
FM;1978;01;22;1573
FM;1978;01;23;1748
FM;1978;01;24;1668
FM;1978;01;25;1645
FM;1978;01;26;1610
FM;1978;01;27;1620
FM;1978;01;28;1772
FM;1978;01;29;1725
FM;1978;01;30;1697
FM;1978;01;31;1650
FM;1978;01;MM;50820
FM;1978;02;01;1758
FM;1978;02;02;1719
FM;1978;02;03;1740
FM;1978;02;04;1780
FM;1978;02;05;1731
FM;1978;02;06;1847
FM;1978;02;07;1745
FM;1978;02;08;1774
FM;1978;02;09;1792
FM;1978;02;10;1829
FM;1978;02;11;1831
FM;1978;02;12;1812
FM;1978;02;13;1942
FM;1978;02;14;1976
FM;1978;02;15;1962
FM;1978;02;16;1988
FM;1978;02;17;1921
FM;1978;02;18;1973
FM;1978;02;19;1902
FM;1978;02;20;1981
FM;1978;02;21;1974
FM;1978;02;22;2010
FM;1978;02;23;1880
FM;1978;02;24;1932
FM;1978;02;25;1973
FM;1978;02;26;1802
FM;1978;02;27;1842
FM;1978;02;28;1875
FM;1978;02;29;
FM;1978;02;30;
FM;1978;02;31;
FM;1978;02;MM;52291
FM;1978;03;01;1828
FM;1978;03;02;1711
FM;1978;03;03;1724
FM;1978;03;04;1669
FM;1978;03;05;1659
FM;1978;03;06;1737
FM;1978;03;07;1706
FM;1978;03;08;1663
FM;1978;03;09;1643
FM;1978;03;10;1647
FM;1978;03;11;1557
FM;1978;03;12;1571
FM;1978;03;13;1607
FM;1978;03;14;1503
FM;1978;03;15;1525
FM;1978;03;16;1525
FM;1978;03;17;1500
FM;1978;03;18;1519
FM;1978;03;19;1522
FM;1978;03;20;1587
FM;1978;03;21;1453
FM;1978;03;22;1460
FM;1978;03;23;1598
FM;1978;03;24;1475
FM;1978;03;25;1578
FM;1978;03;26;1494
FM;1978;03;27;1540
FM;1978;03;28;1637
FM;1978;03;29;1587
FM;1978;03;30;1514
FM;1978;03;31;1544
FM;1978;03;MM;49283
FM;1978;04;01;1521
FM;1978;04;02;1410
FM;1978;04;03;1531
FM;1978;04;04;1509
FM;1978;04;05;1397
FM;1978;04;06;1478
FM;1978;04;07;1537
FM;1978;04;08;1461
FM;1978;04;09;1546
FM;1978;04;10;1557
FM;1978;04;11;1459
FM;1978;04;12;1451
FM;1978;04;13;1561
FM;1978;04;14;1558
FM;1978;04;15;1551
FM;1978;04;16;1495
FM;1978;04;17;1597
FM;1978;04;18;1526
FM;1978;04;19;1582
FM;1978;04;20;1509
FM;1978;04;21;1419
FM;1978;04;22;1482
FM;1978;04;23;1524
FM;1978;04;24;1511
FM;1978;04;25;1558
FM;1978;04;26;1559
FM;1978;04;27;1481
FM;1978;04;28;1493
FM;1978;04;29;1417
FM;1978;04;30;1423
FM;1978;04;31;
FM;1978;04;MM;45103
FM;1978;05;01;1409
FM;1978;05;02;1489
FM;1978;05;03;1473
FM;1978;05;04;1461
FM;1978;05;05;1456
FM;1978;05;06;1470
FM;1978;05;07;1429
FM;1978;05;08;1505
FM;1978;05;09;1461
FM;1978;05;10;1437
FM;1978;05;11;1361
FM;1978;05;12;1544
FM;1978;05;13;1535
FM;1978;05;14;1430
FM;1978;05;15;1448
FM;1978;05;16;1500
FM;1978;05;17;1479
FM;1978;05;18;1409
FM;1978;05;19;1427
FM;1978;05;20;1378
FM;1978;05;21;1367
FM;1978;05;22;1494
FM;1978;05;23;1400
FM;1978;05;24;1372
FM;1978;05;25;1385
FM;1978;05;26;1422
FM;1978;05;27;1449
FM;1978;05;28;1461
FM;1978;05;29;1519
FM;1978;05;30;1518
FM;1978;05;31;1486
FM;1978;05;MM;44974
FM;1978;06;01;1476
FM;1978;06;02;1570
FM;1978;06;03;1498
FM;1978;06;04;1438
FM;1978;06;05;1490
FM;1978;06;06;1439
FM;1978;06;07;1305
FM;1978;06;08;1355
FM;1978;06;09;1397
FM;1978;06;10;1359
FM;1978;06;11;1283
FM;1978;06;12;1411
FM;1978;06;13;1322
FM;1978;06;14;1394
FM;1978;06;15;1335
FM;1978;06;16;1304
FM;1978;06;17;1329
FM;1978;06;18;1279
FM;1978;06;19;1446
FM;1978;06;20;1404
FM;1978;06;21;1364
FM;1978;06;22;1346
FM;1978;06;23;1373
FM;1978;06;24;1277
FM;1978;06;25;1283
FM;1978;06;26;1465
FM;1978;06;27;1356
FM;1978;06;28;1429
FM;1978;06;29;1360
FM;1978;06;30;1422
FM;1978;06;31;
FM;1978;06;MM;41509
FM;1978;07;01;1511
FM;1978;07;02;1442
FM;1978;07;03;1470
FM;1978;07;04;1394
FM;1978;07;05;1353
FM;1978;07;06;1284
FM;1978;07;07;1382
FM;1978;07;08;1301
FM;1978;07;09;1410
FM;1978;07;10;1467
FM;1978;07;11;1406
FM;1978;07;12;1411
FM;1978;07;13;1467
FM;1978;07;14;1513
FM;1978;07;15;1524
FM;1978;07;16;1476
FM;1978;07;17;1543
FM;1978;07;18;1498
FM;1978;07;19;1300
FM;1978;07;20;1310
FM;1978;07;21;1333
FM;1978;07;22;1373
FM;1978;07;23;1388
FM;1978;07;24;1440
FM;1978;07;25;1359
FM;1978;07;26;1440
FM;1978;07;27;1367
FM;1978;07;28;1473
FM;1978;07;29;1516
FM;1978;07;30;1517
FM;1978;07;31;1431
FM;1978;07;MM;44099
FM;1978;08;01;1242
FM;1978;08;02;1239
FM;1978;08;03;1348
FM;1978;08;04;1309
FM;1978;08;05;1280
FM;1978;08;06;1326
FM;1978;08;07;1247
FM;1978;08;08;1230
FM;1978;08;09;1256
FM;1978;08;10;1315
FM;1978;08;11;1179
FM;1978;08;12;1355
FM;1978;08;13;1272
FM;1978;08;14;1332
FM;1978;08;15;1373
FM;1978;08;16;1295
FM;1978;08;17;1288
FM;1978;08;18;1276
FM;1978;08;19;1360
FM;1978;08;20;1397
FM;1978;08;21;1416
FM;1978;08;22;1387
FM;1978;08;23;1354
FM;1978;08;24;1314
FM;1978;08;25;1322
FM;1978;08;26;1320
FM;1978;08;27;1232
FM;1978;08;28;1276
FM;1978;08;29;1329
FM;1978;08;30;1349
FM;1978;08;31;1209
FM;1978;08;MM;40427
FM;1978;09;01;1250
FM;1978;09;02;1293
FM;1978;09;03;1320
FM;1978;09;04;1427
FM;1978;09;05;1374
FM;1978;09;06;1394
FM;1978;09;07;1351
FM;1978;09;08;1343
FM;1978;09;09;1266
FM;1978;09;10;1312
FM;1978;09;11;1329
FM;1978;09;12;1270
FM;1978;09;13;1260
FM;1978;09;14;1311
FM;1978;09;15;1353
FM;1978;09;16;1319
FM;1978;09;17;1301
FM;1978;09;18;1392
FM;1978;09;19;1323
FM;1978;09;20;1248
FM;1978;09;21;1289
FM;1978;09;22;1338
FM;1978;09;23;1336
FM;1978;09;24;1337
FM;1978;09;25;1422
FM;1978;09;26;1353
FM;1978;09;27;1364
FM;1978;09;28;1247
FM;1978;09;29;1316
FM;1978;09;30;1404
FM;1978;09;31;
FM;1978;09;MM;39842
FM;1978;10;01;1386
FM;1978;10;02;1391
FM;1978;10;03;1443
FM;1978;10;04;1395
FM;1978;10;05;1383
FM;1978;10;06;1411
FM;1978;10;07;1501
FM;1978;10;08;1455
FM;1978;10;09;1576
FM;1978;10;10;1546
FM;1978;10;11;1483
FM;1978;10;12;1521
FM;1978;10;13;1427
FM;1978;10;14;1490
FM;1978;10;15;1503
FM;1978;10;16;1534
FM;1978;10;17;1391
FM;1978;10;18;1396
FM;1978;10;19;1452
FM;1978;10;20;1461
FM;1978;10;21;1513
FM;1978;10;22;1447
FM;1978;10;23;1530
FM;1978;10;24;1467
FM;1978;10;25;1401
FM;1978;10;26;1407
FM;1978;10;27;1413
FM;1978;10;28;1417
FM;1978;10;29;1425
FM;1978;10;30;1455
FM;1978;10;31;1458
FM;1978;10;MM;45078
FM;1978;11;01;1373
FM;1978;11;02;1460
FM;1978;11;03;1485
FM;1978;11;04;1462
FM;1978;11;05;1461
FM;1978;11;06;1437
FM;1978;11;07;1442
FM;1978;11;08;1496
FM;1978;11;09;1442
FM;1978;11;10;1467
FM;1978;11;11;1518
FM;1978;11;12;1487
FM;1978;11;13;1517
FM;1978;11;14;1484
FM;1978;11;15;1489
FM;1978;11;16;1425
FM;1978;11;17;1422
FM;1978;11;18;1478
FM;1978;11;19;1418
FM;1978;11;20;1494
FM;1978;11;21;1446
FM;1978;11;22;1437
FM;1978;11;23;1446
FM;1978;11;24;1411
FM;1978;11;25;1473
FM;1978;11;26;1487
FM;1978;11;27;1548
FM;1978;11;28;1546
FM;1978;11;29;1552
FM;1978;11;30;1519
FM;1978;11;31;
FM;1978;11;MM;44122
FM;1978;12;01;1500
FM;1978;12;02;1610
FM;1978;12;03;1606
FM;1978;12;04;1695
FM;1978;12;05;1631
FM;1978;12;06;1594
FM;1978;12;07;1598
FM;1978;12;08;1657
FM;1978;12;09;1711
FM;1978;12;10;1625
FM;1978;12;11;1551
FM;1978;12;12;1666
FM;1978;12;13;1517
FM;1978;12;14;1497
FM;1978;12;15;1586
FM;1978;12;16;1569
FM;1978;12;17;1469
FM;1978;12;18;1517
FM;1978;12;19;1548
FM;1978;12;20;1541
FM;1978;12;21;1528
FM;1978;12;22;1608
FM;1978;12;23;1663
FM;1978;12;24;1625
FM;1978;12;25;1636
FM;1978;12;26;1624
FM;1978;12;27;1631
FM;1978;12;28;1621
FM;1978;12;29;1578
FM;1978;12;30;1605
FM;1978;12;31;1561
FM;1978;12;MM;49368
FM;1979;01;01;1587
FM;1979;01;02;1682
FM;1979;01;03;1583
FM;1979;01;04;1633
FM;1979;01;05;1602
FM;1979;01;06;1703
FM;1979;01;07;1611
FM;1979;01;08;1608
FM;1979;01;09;1777
FM;1979;01;10;1663
FM;1979;01;11;1626
FM;1979;01;12;1679
FM;1979;01;13;1606
FM;1979;01;14;1593
FM;1979;01;15;1607
FM;1979;01;16;1556
FM;1979;01;17;1527
FM;1979;01;18;1630
FM;1979;01;19;1600
FM;1979;01;20;1728
FM;1979;01;21;1638
FM;1979;01;22;1676
FM;1979;01;23;1654
FM;1979;01;24;1602
FM;1979;01;25;1604
FM;1979;01;26;1578
FM;1979;01;27;1625
FM;1979;01;28;1565
FM;1979;01;29;1629
FM;1979;01;30;1608
FM;1979;01;31;1537
FM;1979;01;MM;50317
FM;1979;02;01;1590
FM;1979;02;02;1655
FM;1979;02;03;1577
FM;1979;02;04;1574
FM;1979;02;05;1598
FM;1979;02;06;1530
FM;1979;02;07;1567
FM;1979;02;08;1537
FM;1979;02;09;1571
FM;1979;02;10;1522
FM;1979;02;11;1490
FM;1979;02;12;1633
FM;1979;02;13;1560
FM;1979;02;14;1504
FM;1979;02;15;1483
FM;1979;02;16;1516
FM;1979;02;17;1520
FM;1979;02;18;1536
FM;1979;02;19;1544
FM;1979;02;20;1602
FM;1979;02;21;1610
FM;1979;02;22;1599
FM;1979;02;23;1541
FM;1979;02;24;1565
FM;1979;02;25;1510
FM;1979;02;26;1597
FM;1979;02;27;1631
FM;1979;02;28;1663
FM;1979;02;29;
FM;1979;02;30;
FM;1979;02;31;
FM;1979;02;MM;43825
FM;1979;03;01;1628
FM;1979;03;02;1648
FM;1979;03;03;1673
FM;1979;03;04;1586
FM;1979;03;05;1653
FM;1979;03;06;1661
FM;1979;03;07;1568
FM;1979;03;08;1544
FM;1979;03;09;1536
FM;1979;03;10;1601
FM;1979;03;11;1520
FM;1979;03;12;1621
FM;1979;03;13;1626
FM;1979;03;14;1521
FM;1979;03;15;1544
FM;1979;03;16;1568
FM;1979;03;17;1535
FM;1979;03;18;1594
FM;1979;03;19;1571
FM;1979;03;20;1575
FM;1979;03;21;1548
FM;1979;03;22;1579
FM;1979;03;23;1578
FM;1979;03;24;1545
FM;1979;03;25;1598
FM;1979;03;26;1553
FM;1979;03;27;1437
FM;1979;03;28;1559
FM;1979;03;29;1509
FM;1979;03;30;1474
FM;1979;03;31;1530
FM;1979;03;MM;48683
FM;1979;04;01;1444
FM;1979;04;02;1635
FM;1979;04;03;1544
FM;1979;04;04;1550
FM;1979;04;05;1430
FM;1979;04;06;1516
FM;1979;04;07;1543
FM;1979;04;08;1523
FM;1979;04;09;1590
FM;1979;04;10;1649
FM;1979;04;11;1642
FM;1979;04;12;1487
FM;1979;04;13;1605
FM;1979;04;14;1559
FM;1979;04;15;1635
FM;1979;04;16;1577
FM;1979;04;17;1460
FM;1979;04;18;1486
FM;1979;04;19;1470
FM;1979;04;20;1624
FM;1979;04;21;1585
FM;1979;04;22;1540
FM;1979;04;23;1623
FM;1979;04;24;1518
FM;1979;04;25;1449
FM;1979;04;26;1494
FM;1979;04;27;1430
FM;1979;04;28;1467
FM;1979;04;29;1474
FM;1979;04;30;1574
FM;1979;04;31;
FM;1979;04;MM;46123
FM;1979;05;01;1465
FM;1979;05;02;1592
FM;1979;05;03;1486
FM;1979;05;04;1541
FM;1979;05;05;1549
FM;1979;05;06;1499
FM;1979;05;07;1525
FM;1979;05;08;1605
FM;1979;05;09;1587
FM;1979;05;10;1493
FM;1979;05;11;1524
FM;1979;05;12;1629
FM;1979;05;13;1462
FM;1979;05;14;1606
FM;1979;05;15;1568
FM;1979;05;16;1531
FM;1979;05;17;1364
FM;1979;05;18;1416
FM;1979;05;19;1403
FM;1979;05;20;1366
FM;1979;05;21;1393
FM;1979;05;22;1454
FM;1979;05;23;1360
FM;1979;05;24;1413
FM;1979;05;25;1529
FM;1979;05;26;1478
FM;1979;05;27;1358
FM;1979;05;28;1573
FM;1979;05;29;1545
FM;1979;05;30;1581
FM;1979;05;31;1480
FM;1979;05;MM;46375
FM;1979;06;01;1395
FM;1979;06;02;1473
FM;1979;06;03;1462
FM;1979;06;04;1470
FM;1979;06;05;1407
FM;1979;06;06;1377
FM;1979;06;07;1406
FM;1979;06;08;1349
FM;1979;06;09;1466
FM;1979;06;10;1458
FM;1979;06;11;1433
FM;1979;06;12;1430
FM;1979;06;13;1322
FM;1979;06;14;1279
FM;1979;06;15;1343
FM;1979;06;16;1351
FM;1979;06;17;1352
FM;1979;06;18;1428
FM;1979;06;19;1440
FM;1979;06;20;1428
FM;1979;06;21;1502
FM;1979;06;22;1408
FM;1979;06;23;1324
FM;1979;06;24;1380
FM;1979;06;25;1345
FM;1979;06;26;1365
FM;1979;06;27;1338
FM;1979;06;28;1379
FM;1979;06;29;1377
FM;1979;06;30;1383
FM;1979;06;31;
FM;1979;06;MM;41870
FM;1979;07;01;1385
FM;1979;07;02;1338
FM;1979;07;03;1334
FM;1979;07;04;1391
FM;1979;07;05;1450
FM;1979;07;06;1466
FM;1979;07;07;1523
FM;1979;07;08;1415
FM;1979;07;09;1527
FM;1979;07;10;1547
FM;1979;07;11;1385
FM;1979;07;12;1490
FM;1979;07;13;1480
FM;1979;07;14;1397
FM;1979;07;15;1395
FM;1979;07;16;1370
FM;1979;07;17;1443
FM;1979;07;18;1406
FM;1979;07;19;1458
FM;1979;07;20;1409
FM;1979;07;21;1319
FM;1979;07;22;1378
FM;1979;07;23;1381
FM;1979;07;24;1307
FM;1979;07;25;1377
FM;1979;07;26;1427
FM;1979;07;27;1516
FM;1979;07;28;1511
FM;1979;07;29;1536
FM;1979;07;30;1475
FM;1979;07;31;1406
FM;1979;07;MM;44242
FM;1979;08;01;1346
FM;1979;08;02;1394
FM;1979;08;03;1316
FM;1979;08;04;1261
FM;1979;08;05;1367
FM;1979;08;06;1425
FM;1979;08;07;1432
FM;1979;08;08;1389
FM;1979;08;09;1257
FM;1979;08;10;1307
FM;1979;08;11;1312
FM;1979;08;12;1340
FM;1979;08;13;1318
FM;1979;08;14;1392
FM;1979;08;15;1314
FM;1979;08;16;1258
FM;1979;08;17;1185
FM;1979;08;18;1295
FM;1979;08;19;1234
FM;1979;08;20;1320
FM;1979;08;21;1296
FM;1979;08;22;1273
FM;1979;08;23;1323
FM;1979;08;24;1392
FM;1979;08;25;1281
FM;1979;08;26;1310
FM;1979;08;27;1327
FM;1979;08;28;1319
FM;1979;08;29;1379
FM;1979;08;30;1422
FM;1979;08;31;1429
FM;1979;08;MM;41213
FM;1979;09;01;1506
FM;1979;09;02;1491
FM;1979;09;03;1377
FM;1979;09;04;1281
FM;1979;09;05;1364
FM;1979;09;06;1399
FM;1979;09;07;1367
FM;1979;09;08;1399
FM;1979;09;09;1306
FM;1979;09;10;1358
FM;1979;09;11;1315
FM;1979;09;12;1327
FM;1979;09;13;1342
FM;1979;09;14;1310
FM;1979;09;15;1322
FM;1979;09;16;1302
FM;1979;09;17;1338
FM;1979;09;18;1321
FM;1979;09;19;1396
FM;1979;09;20;1374
FM;1979;09;21;1293
FM;1979;09;22;1285
FM;1979;09;23;1339
FM;1979;09;24;1411
FM;1979;09;25;1403
FM;1979;09;26;1441
FM;1979;09;27;1401
FM;1979;09;28;1409
FM;1979;09;29;1466
FM;1979;09;30;1416
FM;1979;09;31;
FM;1979;09;MM;41059
FM;1979;10;01;1454
FM;1979;10;02;1473
FM;1979;10;03;1475
FM;1979;10;04;1463
FM;1979;10;05;1393
FM;1979;10;06;1427
FM;1979;10;07;1453
FM;1979;10;08;1532
FM;1979;10;09;1487
FM;1979;10;10;1429
FM;1979;10;11;1468
FM;1979;10;12;1474
FM;1979;10;13;1364
FM;1979;10;14;1408
FM;1979;10;15;1429
FM;1979;10;16;1462
FM;1979;10;17;1454
FM;1979;10;18;1425
FM;1979;10;19;1424
FM;1979;10;20;1455
FM;1979;10;21;1543
FM;1979;10;22;1512
FM;1979;10;23;1461
FM;1979;10;24;1465
FM;1979;10;25;1482
FM;1979;10;26;1443
FM;1979;10;27;1461
FM;1979;10;28;1535
FM;1979;10;29;1458
FM;1979;10;30;1492
FM;1979;10;31;1488
FM;1979;10;MM;45289
FM;1979;11;01;1473
FM;1979;11;02;1571
FM;1979;11;03;1543
FM;1979;11;04;1510
FM;1979;11;05;1486
FM;1979;11;06;1515
FM;1979;11;07;1486
FM;1979;11;08;1500
FM;1979;11;09;1471
FM;1979;11;10;1518
FM;1979;11;11;1514
FM;1979;11;12;1564
FM;1979;11;13;1472
FM;1979;11;14;1581
FM;1979;11;15;1454
FM;1979;11;16;1508
FM;1979;11;17;1520
FM;1979;11;18;1512
FM;1979;11;19;1529
FM;1979;11;20;1586
FM;1979;11;21;1467
FM;1979;11;22;1461
FM;1979;11;23;1586
FM;1979;11;24;1474
FM;1979;11;25;1467
FM;1979;11;26;1598
FM;1979;11;27;1582
FM;1979;11;28;1571
FM;1979;11;29;1503
FM;1979;11;30;1442
FM;1979;11;31;
FM;1979;11;MM;45464
FM;1979;12;01;1528
FM;1979;12;02;1582
FM;1979;12;03;1567
FM;1979;12;04;1496
FM;1979;12;05;1491
FM;1979;12;06;1477
FM;1979;12;07;1494
FM;1979;12;08;1484
FM;1979;12;09;1478
FM;1979;12;10;1602
FM;1979;12;11;1510
FM;1979;12;12;1431
FM;1979;12;13;1447
FM;1979;12;14;1461
FM;1979;12;15;1534
FM;1979;12;16;1466
FM;1979;12;17;1503
FM;1979;12;18;1465
FM;1979;12;19;1427
FM;1979;12;20;1540
FM;1979;12;21;1579
FM;1979;12;22;1600
FM;1979;12;23;1519
FM;1979;12;24;1589
FM;1979;12;25;1638
FM;1979;12;26;1600
FM;1979;12;27;1554
FM;1979;12;28;1555
FM;1979;12;29;1640
FM;1979;12;30;1517
FM;1979;12;31;1571
FM;1979;12;MM;47345
FM;1980;01;01;1620
FM;1980;01;02;1644
FM;1980;01;03;1687
FM;1980;01;04;1629
FM;1980;01;05;1709
FM;1980;01;06;1599
FM;1980;01;07;1662
FM;1980;01;08;1603
FM;1980;01;09;1546
FM;1980;01;10;1595
FM;1980;01;11;1576
FM;1980;01;12;1538
FM;1980;01;13;1534
FM;1980;01;14;1683
FM;1980;01;15;1658
FM;1980;01;16;1704
FM;1980;01;17;1678
FM;1980;01;18;1664
FM;1980;01;19;1701
FM;1980;01;20;1636
FM;1980;01;21;1694
FM;1980;01;22;1799
FM;1980;01;23;1608
FM;1980;01;24;1727
FM;1980;01;25;1666
FM;1980;01;26;1624
FM;1980;01;27;1588
FM;1980;01;28;1657
FM;1980;01;29;1637
FM;1980;01;30;1658
FM;1980;01;31;1691
FM;1980;01;MM;51015
FM;1980;02;01;1586
FM;1980;02;02;1561
FM;1980;02;03;1623
FM;1980;02;04;1659
FM;1980;02;05;1674
FM;1980;02;06;1641
FM;1980;02;07;1605
FM;1980;02;08;1566
FM;1980;02;09;1602
FM;1980;02;10;1464
FM;1980;02;11;1557
FM;1980;02;12;1544
FM;1980;02;13;1526
FM;1980;02;14;1412
FM;1980;02;15;1532
FM;1980;02;16;1565
FM;1980;02;17;1499
FM;1980;02;18;1551
FM;1980;02;19;1532
FM;1980;02;20;1453
FM;1980;02;21;1425
FM;1980;02;22;1494
FM;1980;02;23;1477
FM;1980;02;24;1509
FM;1980;02;25;1528
FM;1980;02;26;1543
FM;1980;02;27;1451
FM;1980;02;28;1483
FM;1980;02;29;1528
FM;1980;02;30;
FM;1980;02;31;
FM;1980;02;MM;44590
FM;1980;03;01;1519
FM;1980;03;02;1472
FM;1980;03;03;1590
FM;1980;03;04;1486
FM;1980;03;05;1526
FM;1980;03;06;1526
FM;1980;03;07;1607
FM;1980;03;08;1462
FM;1980;03;09;1474
FM;1980;03;10;1535
FM;1980;03;11;1479
FM;1980;03;12;1570
FM;1980;03;13;1482
FM;1980;03;14;1507
FM;1980;03;15;1552
FM;1980;03;16;1453
FM;1980;03;17;1576
FM;1980;03;18;1511
FM;1980;03;19;1554
FM;1980;03;20;1506
FM;1980;03;21;1524
FM;1980;03;22;1432
FM;1980;03;23;1486
FM;1980;03;24;1619
FM;1980;03;25;1569
FM;1980;03;26;1529
FM;1980;03;27;1621
FM;1980;03;28;1544
FM;1980;03;29;1521
FM;1980;03;30;1536
FM;1980;03;31;1538
FM;1980;03;MM;47306
FM;1980;04;01;1569
FM;1980;04;02;1514
FM;1980;04;03;1438
FM;1980;04;04;1457
FM;1980;04;05;1516
FM;1980;04;06;1479
FM;1980;04;07;1496
FM;1980;04;08;1616
FM;1980;04;09;1585
FM;1980;04;10;1563
FM;1980;04;11;1563
FM;1980;04;12;1631
FM;1980;04;13;1598
FM;1980;04;14;1574
FM;1980;04;15;1583
FM;1980;04;16;1645
FM;1980;04;17;1479
FM;1980;04;18;1586
FM;1980;04;19;1485
FM;1980;04;20;1411
FM;1980;04;21;1538
FM;1980;04;22;1470
FM;1980;04;23;1511
FM;1980;04;24;1535
FM;1980;04;25;1460
FM;1980;04;26;1467
FM;1980;04;27;1491
FM;1980;04;28;1551
FM;1980;04;29;1537
FM;1980;04;30;1504
FM;1980;04;31;
FM;1980;04;MM;45852
FM;1980;05;01;1467
FM;1980;05;02;1527
FM;1980;05;03;1440
FM;1980;05;04;1414
FM;1980;05;05;1527
FM;1980;05;06;1464
FM;1980;05;07;1487
FM;1980;05;08;1491
FM;1980;05;09;1430
FM;1980;05;10;1399
FM;1980;05;11;1548
FM;1980;05;12;1498
FM;1980;05;13;1602
FM;1980;05;14;1543
FM;1980;05;15;1450
FM;1980;05;16;1532
FM;1980;05;17;1381
FM;1980;05;18;1487
FM;1980;05;19;1497
FM;1980;05;20;1487
FM;1980;05;21;1463
FM;1980;05;22;1484
FM;1980;05;23;1406
FM;1980;05;24;1415
FM;1980;05;25;1453
FM;1980;05;26;1516
FM;1980;05;27;1515
FM;1980;05;28;1441
FM;1980;05;29;1476
FM;1980;05;30;1393
FM;1980;05;31;1378
FM;1980;05;MM;45611
