date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,esms_dc,dc_tot,pos_7j,cv_dose1,esms_cas
2022-06-15,21.98,421.35,0.167457493080269,1.42245890429494,847,13910,671515,120062,75,588,685,47,,51954,52883,28885,148947,282786,,383492
2022-06-16,22.62,440.64,0.167259786476868,1.42149710049741,846,13914,672039,120110,71,599,547,48,,53081,50095,28886,148996,295733,,383659
2022-06-17,23.39,463,0.167062079873468,1.41940827265861,845,13895,672657,120153,63,659,630,43,,50605,50679,28886,149039,310743,,383869
2022-06-18,23.99,479.66,0.163898774219059,1.41851468762936,829,13876,672950,120170,31,302,295,19,,50266,39484,28888,149058,321926,,384131
2022-06-19,24.14,484.11,0.164096480822459,1.42025298752244,830,13932,673006,120172,8,123,55,2,,40125,11344,28889,149061,324909,,384255
2022-06-20,25.32,530.05,0.16785290628707,1.42520475926718,849,14190,673591,120217,100,908,594,46,,11566,100276,28889,149106,355740,,384275
2022-06-21,26.06,568.61,0.166271253459866,1.43332167618338,841,14334,674196,120273,76,829,607,56,,95217,76896,28889,149162,381620,,384278
2022-06-22,26.7,609.33,0.167062079873468,1.44412495533352,845,14412,675052,120337,93,1022,881,64,,77967,80214,28891,149228,408951,,384629
2022-06-23,27.23,652.74,0.166271253459866,1.45686592611881,841,14499,675753,120377,60,856,714,50,,79852,79227,28891,149268,438084,,384830
2022-06-24,27.71,698.39,0.164096480822459,1.47059022918111,830,14550,676538,120426,99,912,798,55,,79262,81329,28891,149317,468726,,385200
2022-06-25,28.05,735.94,0.161724001581653,1.48404591996164,818,14566,676942,120448,29,451,407,23,,80926,64672,28899,149347,493924,,385668
2022-06-26,28.18,745.2,0.162514827995255,1.49590664500839,822,14636,677016,120457,13,154,77,9,,66301,17548,28901,149358,500142,,385989
2022-06-27,29.06,827.87,0.173981810992487,1.50494951911234,880,15099,677721,120504,127,1241,724,47,,17601,155706,28902,149406,555623,,386050
2022-06-28,29.64,897.72,0.177540529853697,1.51015427936256,898,15496,678541,120541,105,1289,838,37,,147248,123793,28902,149443,602507,,386093
2022-06-29,30.23,976.96,0.180703835508106,1.51075345364372,914,15690,679400,120588,106,1118,872,47,,124724,133403,28903,149491,655684,,386519
2022-06-30,30.66,1044.4,0.184064847765915,1.50617317120847,931,15836,680223,120630,105,1020,840,42,,133346,124500,28903,149533,700949,,386908
2022-07-01,31,1094.55,0.189798339264531,1.49582279792907,960,16108,681096,120681,105,1206,885,51,,125066,122310,28904,149585,742798,,387335
2022-07-02,31.19,1135.02,0.188018979833926,1.47924878509927,951,16220,681582,120711,44,639,497,30,,122639,92228,28904,149615,770263,,387883
2022-07-03,31.29,1145.9,0.188414393040728,1.45617013877654,953,16278,681724,120724,17,230,141,13,,96191,24994,28905,149629,777652,,388362
2022-07-04,32.43,1242.49,0.193357058125741,1.42642375790578,978,16638,682827,120821,146,1607,1108,97,,24418,221458,28905,149726,843201,,388394
2022-07-05,32.82,1285.11,0.198497429814156,1.38988894885426,1004,17041,684148,120896,158,1842,1354,75,,206554,152848,28905,149801,872122,,388433
2022-07-06,33.08,1321.19,0.203044681692369,1.34656986253404,1027,17496,685220,120942,127,1603,1099,48,,154615,158094,28912,149854,896606,,389175
2022-07-07,33.21,1340.1,0.204626334519573,1.29713195158077,1035,17719,686409,121028,122,1523,1211,86,,161265,137531,28915,149943,909439,,389754
2022-07-08,33.35,1350.87,0.203044681692369,1.2429017573447,1027,17944,687688,121102,126,1590,1290,74,,140997,129616,28915,150017,916749,,390464
2022-07-09,33.46,1351.74,0.205614867536576,1.18556493163446,1040,17936,688421,121136,82,788,747,34,,116405,92812,28920,150056,917337,,391080
2022-07-10,33.43,1348.6,0.206603400553578,1.12694845733522,1045,17999,688597,121151,27,268,172,15,,110589,22867,28920,150071,915210,,391845
2022-07-11,33.28,1306.51,0.218861209964413,1.06894663316855,1107,18605,689642,121259,176,1795,1056,108,,24343,192898,28920,150179,886647,,391931
2022-07-12,33.07,1262.23,0.228944246737841,1.0135606160696,1158,19160,691295,121382,215,2389,1655,123,,182006,122801,28923,150305,856598,,391937
2022-07-13,32.83,1199.51,0.234084618426255,0.962791080815845,1184,19580,692740,121486,177,2002,1446,104,,127642,115529,28928,150414,814033,,392888
2022-07-14,32.51,1026.35,0.232898378805852,0.91791653251201,1178,19647,693535,121535,72,908,791,49,,119285,20011,28933,150468,696515,,393612
2022-07-15,33.34,1025.4,0.238038750494267,0.879500520886289,1204,19935,694489,121638,131,1343,964,103,,23027,128975,28938,150576,695874,,394381
2022-07-16,33.37,990.18,0.240608936338474,0.84758846564772,1217,20023,695249,121697,95,910,761,60,,124009,68908,28938,150635,671970,,394482
2022-07-17,33.37,982.55,0.242190589165678,0.821815465212126,1225,20137,695383,121714,18,276,138,17,,73668,17688,28947,150661,666792,,395113
2022-07-18,32.84,905.56,0.251285092922104,0.801432128374531,1271,20530,696822,121888,195,2018,1451,174,,17733,140654,28947,150835,614548,,395165
2022-07-19,32.16,850.65,0.261565836298932,0.785299734437877,1323,20896,698590,122032,211,2310,1776,144,,134188,85530,28947,150979,577280,,395415
2022-07-20,31.66,797.91,0.256820877817319,0.772044331587449,1299,21010,700056,122140,144,1701,1473,108,,89982,79735,28964,151104,541488,,396496
2022-07-21,31.67,875.72,0.258007117437722,0.760463305266338,1305,20877,701655,122268,161,1611,1613,128,,80869,72817,28969,151237,594293,,397217
2022-07-22,30.35,786.19,0.257809410834322,0.74962224344133,1304,20769,703194,122372,148,1552,1549,104,,74348,68221,28978,151350,533537,,397830
2022-07-23,29.84,754.15,0.252866745749308,0.738840743632988,1279,20730,703888,122419,55,695,700,48,,68532,47158,28988,151407,511790,,398588
2022-07-24,29.71,744.58,0.251482799525504,0.727680734915723,1272,20782,704039,122438,22,226,152,19,,50032,11192,28992,151430,505299,,399337
2022-07-25,28.37,670.5,0.254052985369711,0.715948395561264,1285,21038,705292,122568,180,1656,1261,132,,11195,90349,28992,151560,455025,,399377
2022-07-26,27.46,627.98,0.260379596678529,0.703687388610244,1317,20924,707049,122687,188,1761,1770,119,,87562,56591,28992,151679,426173,,399513
2022-07-27,26.55,585.39,0.247726374060894,0.691049343199499,1253,20662,708623,122782,97,1414,1584,95,,58638,50811,29000,151782,397266,,400254
2022-07-28,25.51,543.58,0.238829576907869,0.678253592239569,1208,20486,709895,122886,102,1229,1283,104,,51594,44450,29008,151894,368892,,401131
2022-07-29,24.57,503.28,0.236259391063662,0.665592220076335,1195,20214,711128,122968,111,1076,1232,82,,45515,40911,29015,151983,341542,,401662
2022-07-30,23.95,477.1,0.236061684460261,0.653444037817865,1194,20068,711849,123020,65,624,725,52,,41278,29415,29018,152038,323775,,402126
2022-07-31,23.82,471.41,0.236259391063662,0.642295143550863,1195,20098,711968,123036,16,166,125,16,,31535,7343,29022,152058,319913,,402577
2022-08-01,22.76,422.68,0.238236457097667,0.632721485079003,1205,20063,713025,123157,130,1195,1046,122,,7249,57015,29022,152179,286847,,402595
2022-08-02,22.27,393.85,0.233293792012653,0.62522342029503,1180,19792,714464,123258,141,1306,1453,104,,54519,37089,29022,152280,267279,,402615
2022-08-03,21.96,367.95,0.227560300514037,0.6201521676966,1151,19389,715761,123341,92,1001,1316,86,,38788,33294,29029,152370,249704,,403320
2022-08-04,21.88,346.56,0.227560300514037,0.617669470715192,1151,19154,716889,123426,107,1002,1145,87,,33799,29985,29031,152457,235187,,403749
2022-08-05,21.9,328.02,0.225780941083432,0.617695657059653,1142,18803,717990,123503,106,851,1131,83,,30592,28372,29034,152537,222606,,404228
2022-08-06,22,314.29,0.226571767497034,0.619843547857393,1146,18669,718518,123538,42,434,539,35,,28518,20143,29044,152582,213286,,404609
2022-08-07,22.03,310.99,0.226769474100435,0.623395605598767,1147,18693,718590,123548,8,109,75,10,,21528,5155,29054,152602,211046,,404950
2022-08-08,21.64,285.65,0.221629102412021,0.627523439089888,1121,18648,719501,123657,99,995,913,109,,5090,39819,29054,152711,193850,,404995
2022-08-09,21.31,269.43,0.215895610913405,0.631587227078206,1092,18171,720869,123768,103,1019,1375,115,,38230,26080,29054,152822,182843,,405013
2022-08-10,21.08,256.17,0.208975879794385,0.635273920762116,1057,17729,722035,123848,66,812,1181,87,,27081,24296,29062,152910,173846,,405371
2022-08-11,20.83,244.84,0.20699881376038,0.638683440006736,1047,17524,722945,123928,82,801,927,80,,24312,22299,29062,152990,166160,,405716
2022-08-12,20.72,234.2,0.205021747726374,0.642415406718202,1037,17268,723824,123997,82,703,888,69,,22638,21146,29067,153064,158934,,406059
2022-08-13,20.62,227.7,0.199485962831159,0.647588531662001,1009,17083,724251,124033,21,295,431,36,,21175,15733,29068,153101,154527,,406342
2022-08-14,20.63,227.07,0.20007908264136,0.655530979221904,1012,17106,724302,124051,12,96,50,18,,16347,4724,29071,153122,154095,,406631
2022-08-15,19.52,178.31,0.200672202451562,0.667332841457149,1015,17138,724377,124058,14,116,75,7,,4564,6733,29071,153129,121008,,406639
2022-08-16,20.36,194.7,0.199485962831159,0.683636810762249,1009,17011,725328,124171,110,951,957,113,,6331,37204,29071,153242,132128,,406639
2022-08-17,20.38,192.22,0.197904310003954,0.704504342750024,1001,16838,726350,124263,109,979,1041,92,,35745,22619,29072,153335,130450,,406669
2022-08-18,20.39,188.88,0.193950177935943,0.729284481328839,981,16427,727375,124352,82,739,1052,90,,23605,20032,29075,153427,128183,,407075
2022-08-19,20.3,186.59,0.189996045867932,0.756559506018038,961,16122,728261,124424,65,673,892,72,,20236,19591,29077,153501,126625,,407402
2022-08-20,20.15,184.49,0.188216686437327,0.784434486954778,952,15949,728707,124461,34,319,454,37,,19870,14313,29080,153541,125202,,407623
2022-08-21,20.19,183.38,0.186635033610123,0.81109104219816,944,15965,728752,124464,4,64,47,3,,14820,3965,29090,153554,124445,,407860
2022-08-22,20.7,218.1,0.181692368525109,0.835055652353526,919,15950,729371,124527,51,685,624,64,,4012,30298,29090,153617,148010,,407865
2022-08-23,19.65,193.84,0.172202451561882,0.855329092995279,871,15680,730209,124615,56,660,850,88,,28988,20737,29090,153705,131546,,407865
2022-08-24,19.3,189.25,0.168643732700672,0.87145969071827,853,15551,730866,124667,65,597,664,52,,21289,19503,29095,153762,128430,,408167
2022-08-25,19.19,186.37,0.169039145907473,0.883562731366734,855,15412,731479,124710,45,520,623,43,,19837,18082,29096,153806,126480,,408365
2022-08-26,19.12,183.95,0.167062079873468,0.892224881849895,845,15234,732094,124760,58,516,628,50,,18116,17943,29097,153857,124833,,408476
2022-08-27,18.99,182.63,0.165282720442863,0.898158744001617,836,15108,732353,124779,19,163,274,19,,17833,13421,29101,153880,123941,,408632
2022-08-28,19,182.27,0.166271253459866,0.902063516758756,841,15137,732406,124786,9,86,53,7,,14110,3719,29103,153889,123696,,408753
2022-08-29,18.6,179.41,0.167655199683669,0.904589337258209,848,14929,733015,124864,75,505,626,78,,3806,28357,29103,153967,121753,,408754
2022-08-30,18.23,176.78,0.168841439304073,0.906323493287285,854,14694,733782,124936,79,621,765,72,,27358,18955,29103,154039,119968,,408765
2022-08-31,17.95,174.93,0.165678133649664,0.907787831398727,838,14485,734398,124986,50,470,625,50,,19240,18252,29107,154093,118715,,408959
2022-09-01,17.73,172.32,0.160933175168051,0.909504678021973,814,14391,734906,125024,43,474,524,39,,18646,16165,29110,154134,116942,,409127
2022-09-02,17.36,168.87,0.157967576117042,0.912259021381104,799,14157,735515,125079,40,439,605,55,,16399,15624,29110,154189,114604,,409266
2022-09-03,16.99,167,0.156583629893238,0.917176142768028,792,14010,735764,125091,14,126,258,12,,15597,12159,29112,154203,113334,,409420
2022-09-04,16.95,166.72,0.156781336496639,0.925711706639249,793,14015,735803,125094,3,41,39,3,,12894,3536,29112,154206,113142,,409704
2022-09-05,16.6,166.21,0.155199683669435,0.93962265471028,785,13953,736361,125161,49,552,559,67,,3443,28073,29112,154273,112799,,409704
2022-09-06,16.47,167.26,0.154408857255832,0.960914880803188,781,13799,737006,125221,59,557,645,60,,26918,19695,29112,154333,113508,,409704
2022-09-07,16.44,169.72,0.156583629893238,0.991544057728834,792,13663,737549,125262,96,468,558,43,,20142,19941,29117,154379,115179,,409851
2022-09-08,16.59,173.94,0.152234084618426,1.03236538633579,770,13425,738139,125318,53,417,594,56,,19866,19028,29119,154437,118043,,409992
2022-09-09,16.82,179.61,0.146698299723211,1.08249576456509,742,13286,738594,125349,33,356,466,31,,19087,19470,29119,154468,121887,,410145
2022-09-10,17.05,184.98,0.147291419533412,1.13923563216953,745,13234,738779,125363,22,162,196,14,,19517,15803,29120,154483,125531,,410292
2022-09-11,17.16,186.77,0.14650059311981,1.19829700329808,741,13233,738817,125367,1,44,40,4,,16422,4756,29122,154489,126751,,410472
2022-09-12,18.16,209.65,0.143337287465401,1.25429863490827,725,13183,739327,125407,41,518,521,47,,4579,43594,29122,154529,142274,,410472
2022-09-13,18.8,229.93,0.143732700672202,1.30166680365465,727,13065,739940,125456,63,550,609,49,,41850,33468,29122,154578,156042,,410472
2022-09-14,19.32,249.91,0.144325820482404,1.33628422575818,730,12971,740417,125488,41,428,481,39,,33575,33492,29123,154611,169595,,410648
2022-09-15,19.7,268.01,0.145709766706208,1.35667287275531,737,12996,740818,125520,50,475,420,37,,33263,31315,29124,154644,181882,,410780
2022-09-16,19.98,283.25,0.143930407275603,1.36377183380139,728,12937,741271,125546,40,433,462,26,,28686,29809,29126,154672,192223,,410956
2022-09-17,20.13,293.27,0.143930407275603,1.36016808414597,728,12941,741449,125555,25,191,181,9,,33162,22600,29128,154683,199023,,411106
2022-09-18,20.11,294.03,0.143337287465401,1.34932322001297,725,12940,741494,125556,3,48,47,1,,23137,5274,29129,154685,199541,,411333
2022-09-19,20.2,309.31,0.138987742190589,1.33498891552871,703,12952,742051,125614,48,644,564,58,,5219,53966,29129,154743,209912,,411343
2022-09-20,20.09,315.51,0.13918544879399,1.32063331765448,704,12896,742644,125662,68,593,596,48,,51816,37668,29129,154791,214117,,411343
2022-09-21,20.17,322.83,0.138196915776987,1.30849197684009,699,12857,743123,125694,44,483,476,32,,38250,38463,29130,154824,219087,,411525
2022-09-22,20.3,331.48,0.139778568604191,1.29959190351919,707,12908,743567,125723,56,525,442,29,,38464,37182,29131,154854,224954,,411656
2022-09-23,20.54,343.98,0.138394622380388,1.2940764161532,700,12961,744017,125756,43,535,453,33,,37524,38296,29131,154887,233438,,411929
2022-09-24,20.91,355.84,0.140964808224595,1.29148032441003,713,12939,744250,125769,26,230,234,13,,38024,30651,29132,154901,241487,,412096
2022-09-25,21.05,359.48,0.140371688414393,1.29093842689876,710,12977,744285,125772,2,85,36,3,,31365,7735,29137,154909,243954,,412357
2022-09-26,22.16,393.37,0.144918940292606,1.29136735783362,733,13354,744739,125823,69,880,457,51,,7489,76951,29137,154960,266957,,412401
2022-09-27,22.71,414.19,0.150454725187821,1.29173158091519,761,13768,745299,125863,90,1036,554,40,,73639,51775,29137,155000,281081,,412411
2022-09-28,23.28,433.54,0.155001977066034,1.29133824569079,784,14014,745892,125900,77,884,599,38,,53410,51607,29145,155045,294219,,412973
2022-09-29,23.8,449.3,0.155990510083037,1.28985059121257,789,14259,746450,125932,64,851,561,32,,51366,47877,29146,155078,304911,,413331
2022-09-30,24.29,461.9,0.160142348754448,1.28720866046739,810,14554,746963,125961,75,835,514,30,,48261,46851,29151,155112,313460,,413560
2022-10-01,24.58,470.34,0.162712534598656,1.28355029859585,823,14651,747246,125978,35,401,287,17,,46596,36308,29151,155129,319189,,413961
2022-10-02,24.67,471.95,0.162712534598656,1.27903972037989,823,14705,747298,125982,8,116,56,4,,37453,8831,29154,155136,320279,,414447
2022-10-03,25.55,496.49,0.166666666666667,1.27341971407254,843,15166,747943,126044,97,1176,651,62,,8690,93632,29154,155198,336935,,414479
2022-10-04,26.12,517.15,0.167655199683669,1.26593523780749,848,15535,748830,126118,99,1344,890,74,,89185,65809,29154,155272,350958,,414479
2022-10-05,26.61,535.94,0.170225385527877,1.25546892036706,861,15954,749577,126159,91,1218,748,41,,66564,64376,29160,155319,363710,,415193
2022-10-06,27.03,554.04,0.179319889284302,1.24068052570778,907,16428,750275,126204,121,1233,700,45,,65537,60175,29165,155369,375989,,415726
2022-10-07,27.41,569.06,0.174377224199288,1.22010370073352,882,16788,751071,126256,81,1231,806,52,,61121,57064,29166,155422,386187,,416368
2022-10-08,27.57,576.12,0.175365757216291,1.19219052807757,887,16865,751438,126281,25,477,377,25,,57270,41096,29167,155448,390978,,417087
2022-10-09,27.6,576.89,0.175761170423092,,889,16929,751526,126287,10,155,87,6,,42626,9349,29169,155456,391497,,417703
2022-10-10,27.69,584.98,0.183274021352313,,927,17406,752340,126366,111,1400,831,79,,9373,99128,29169,155535,396991,,417730
2022-10-11,27.55,584.33,0.186635033610123,,944,17907,753470,126438,115,1718,1140,72,,94753,65369,29182,155620,396550,,417847
2022-10-12,,,0.186041913799921,,941,18187,754353,126493,74,1227,891,55,,67948,,29182,155675,,,418875
2022-10-13,,,0.189600632661131,,959,18590,755236,126552,98,1360,887,59,,64218,,29185,155737,,80.4,419522
2022-10-14,,,0.192170818505338,,972,18792,756226,126628,111,1275,999,76,,58695,,29188,155816,,,420183
