date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,esms_dc,dc_tot,pos_7j,cv_dose1,esms_cas
2021-05-24,3.33,100.55,0.691182285488335,0.839581878363545,3496,19701,364902,82296,66,260,212,62,,2229,3517,26362,108658,67483,,210375
2021-05-25,3.34,102.11,0.681494661921708,0.828119481271964,3447,19430,365739,82494,205,796,842,199,,3155,16586,26385,108879,68534,,210541
2021-05-26,3.3,99.4,0.658362989323844,0.81815824976021,3330,18593,367046,82638,181,671,1304,144,,12646,11888,26385,109023,66715,,210486
2021-05-27,3.24,97.29,0.633847370502175,0.811172495928372,3206,17941,368023,82780,127,499,988,146,,13933,11162,26385,109165,65293,,210573
2021-05-28,3.15,94.47,0.613681296955318,0.807698740628068,3104,17272,369109,82878,155,539,1092,105,,11268,10641,26412,109290,63401,,210702
2021-05-29,3.1,92.33,0.598655595096876,0.807319868638161,3028,16847,369789,82946,93,334,675,71,,10675,6384,26412,109358,61964,,210702
2021-05-30,3.09,91.9,0.591735863977857,0.808638292901372,2993,16775,370014,82990,43,199,224,44,,8541,1504,26412,109402,61681,,210702
2021-05-31,3.09,104.3,0.58224594701463,0.809370669052476,2945,16596,370577,83116,140,529,570,126,,1211,11824,26412,109528,70000,,210868
2021-06-01,2.87,91.5,0.558521154606564,0.807031480350657,2825,16088,371500,83243,145,596,926,137,,9848,8000,26419,109662,61409,,210896
2021-06-02,2.72,85.15,0.544483985765125,0.799787666723731,2754,15638,372310,83339,106,491,824,96,,8743,7633,26419,109758,57151,,210962
2021-06-03,2.57,79.05,0.529260577303282,0.786705381293747,2677,15283,373033,83409,94,458,742,71,,8161,7053,26419,109828,53055,,211017
2021-06-04,2.4,73.11,0.508303677342823,0.767761549132269,2571,14801,373818,83490,91,408,770,81,,6953,6655,26426,109916,49066,,211048
2021-06-05,2.3,69.5,0.499209173586398,0.743824411433877,2525,14532,374281,83547,62,267,474,58,,6654,3972,26426,109973,46643,,211048
2021-06-06,2.28,68.63,0.499604586793199,0.716580649864713,2527,14525,374416,83572,52,154,137,25,,5070,911,26426,109998,46060,,211048
2021-06-07,2.09,61.92,0.488730723606168,0.688114716176993,2472,14323,374909,83636,97,383,501,66,,1164,7319,26426,110062,41556,,211113
2021-06-08,1.95,57.52,0.473309608540925,0.660220947528156,2394,13984,375569,83708,106,405,668,72,,6018,5050,26429,110137,38603,,211113
2021-06-09,1.81,52.47,0.459865559509688,0.634251593091749,2326,13526,376342,83773,94,391,775,65,,5557,4247,26429,110202,35214,,211146
2021-06-10,1.66,47.7,0.443851324634243,0.611146125354264,2245,13090,376974,83841,74,297,649,68,,4475,3849,26429,110270,32013,,211195
2021-06-11,1.55,43.72,0.427639383155397,0.591439123282857,2163,12712,377596,83910,66,313,621,69,,3871,3989,26434,110344,29340,,211306
2021-06-12,1.47,41.1,0.417160933175168,0.575219515316029,2110,12496,377961,83944,48,198,374,34,,3972,2220,26434,110378,27583,,211306
2021-06-13,1.45,40.52,0.416370106761566,0.562150584033485,2106,12480,378063,83957,26,111,100,13,,2855,521,26434,110391,27192,,211306
2021-06-14,1.29,35.54,0.408857255832345,0.551856423348257,2068,12374,378429,84020,71,325,373,63,,689,3990,26434,110454,23856,,211418
2021-06-15,1.2,32.31,0.385923289837881,0.544044094580358,1952,11895,379108,84096,69,300,670,76,,3235,2869,26438,110534,21682,,211418
2021-06-16,1.12,29.78,0.370304468169237,0.538508913346849,1873,11519,379635,84140,39,198,531,45,,3058,2550,26438,110578,19985,,211452
2021-06-17,1.06,27.8,0.355674179517596,0.535136362337676,1799,11114,380195,84196,46,225,559,56,,2786,2525,26438,110634,18661,,211607
2021-06-18,0.98,25.76,0.344009489916963,0.533907325005595,1740,10738,380667,84246,53,171,484,50,,2439,2612,26456,110702,17288,,211632
2021-06-19,0.94,24.62,0.336694345591143,0.534920918803716,1703,10531,380930,84268,24,102,273,22,,2624,1457,26456,110724,16523,,211632
2021-06-20,0.93,24.43,0.336694345591143,0.538453729016944,1703,10518,380979,84282,15,51,53,14,,1815,392,26456,110738,16398,,211632
2021-06-21,0.87,22.56,0.327204428627916,0.544943956522892,1655,10386,381278,84322,48,216,301,40,,487,2736,26456,110778,15141,,212273
2021-06-22,0.84,21.41,0.308422301304864,0.554995432459798,1560,10046,381726,84373,47,181,450,52,,2204,2101,26456,110829,14369,,212095
2021-06-23,0.81,20.61,0.298339264531435,0.569393806758935,1509,9771,382124,84406,42,167,402,33,,2320,2013,26456,110862,13832,,211970
2021-06-24,0.79,19.83,0.284499802293397,0.589116181982328,1439,9392,382593,84450,27,140,459,45,,2007,1999,26456,110906,13306,,211780
2021-06-25,0.78,19.16,0.274614472123369,0.61529872512162,1389,9190,382897,84483,39,148,322,33,,1986,2166,26456,110939,12858,,211796
2021-06-26,0.77,18.95,0.266706207987347,0.649060386311407,1349,9024,383122,84495,14,81,227,12,,2128,1322,26456,110951,12718,,211796
2021-06-27,0.77,19.01,0.265915381573745,0.691263423729649,1345,8986,383185,84512,13,42,61,17,,1578,436,26456,110968,12760,,211796
2021-06-28,0.78,19.24,0.257809410834322,0.74230656410001,1304,8846,383447,84556,41,176,259,44,,509,2884,26456,111012,12910,,211859
2021-06-29,0.79,19.66,0.247133254250692,0.80192909216504,1250,8627,383768,84584,29,134,316,28,,2314,2384,26473,111057,13192,,211841
2021-06-30,0.82,20.87,0.238038750494267,0.869048408439056,1204,8451,384051,84609,31,158,301,25,,2457,2825,26473,111082,14005,,211761
2021-07-01,0.85,21.96,0.229735073151443,0.941709035513127,1162,8232,384338,84638,30,109,298,29,,2664,2732,26473,111111,14739,,211795
2021-07-02,0.89,23.47,0.222024515618822,1.01728063431919,1123,8044,384616,84662,17,118,287,24,,2683,3177,26473,111135,15749,,211802
2021-07-03,0.91,24.79,0.21787267694741,1.09286528594615,1102,7912,384781,84679,17,79,181,17,,3006,2207,26473,111152,16636,,211802
2021-07-04,0.92,25.29,0.218268090154211,1.16566352266256,1104,7913,384812,84688,12,41,30,9,,2549,768,26473,111161,16971,,211802
2021-07-05,0.99,27.89,0.212930011862396,1.23328775693456,1077,7806,385013,84724,30,137,201,36,,796,4632,26473,111197,18720,,212134
2021-07-06,1.05,30.15,0.204033214709371,1.29398824268049,1032,7637,385289,84758,30,149,283,35,,3585,3898,26473,111231,20236,,212034
2021-07-07,1.12,32.76,0.197113483590352,1.34675179004656,997,7539,385490,84786,30,140,204,28,,4081,4570,26473,111259,21984,,212051
2021-07-08,1.19,35.49,0.191973111901938,1.39172588552504,971,7384,385720,84811,26,100,232,25,,4442,4570,26473,111284,23818,,212077
2021-07-09,1.25,38.35,0.188414393040728,1.43169675925339,953,7275,385950,84829,30,147,230,18,,4580,5093,26473,111302,25738,,212085
2021-07-10,1.27,40.35,0.187228153420324,1.47160090444365,947,7183,386122,84848,9,101,172,19,,4696,3554,26473,111321,27083,,212085
2021-07-11,1.28,41.09,0.187228153420324,1.51730361588153,947,7183,386141,84852,4,23,19,4,,4256,1262,26473,111325,27576,,212085
2021-07-12,1.46,46.98,0.18920521945433,1.57445289037348,957,7137,386424,84880,55,267,272,28,,1260,8580,26473,111353,31528,,212076
2021-07-13,1.62,54.31,0.184460260972716,1.64749755124986,933,7076,386704,84902,37,246,278,22,,6950,8817,26505,111407,36447,,212040
2021-07-14,1.67,51.39,0.184064847765915,1.73795320470679,931,7047,386839,84908,19,115,137,6,,8875,2618,26505,111413,34492,,212040
2021-07-15,2.02,64.66,0.180703835508106,1.84057286743152,914,7054,387017,84924,36,213,176,16,,3617,13472,26505,111429,43396,,212069
2021-07-16,2.35,76.05,0.177738236457098,1.94359762751274,899,6971,387297,84946,33,220,282,22,,10908,12738,26505,111451,51040,,212069
2021-07-17,2.61,85.44,0.175958877026493,2.0326093129438,890,6922,387439,84962,21,114,147,16,,10949,9857,26505,111467,57340,,212069
2021-07-18,2.7,88.51,0.176156583629893,2.0948788289196,891,6936,387469,84967,9,54,30,5,,12532,3316,26505,111472,59401,,212069
2021-07-19,3.29,109.87,0.178331356267299,2.12235860655985,902,7041,387703,84987,76,360,235,20,,4151,22921,26505,111492,73736,,212140
2021-07-20,3.78,127.75,0.173190984578885,2.11278483024351,876,6912,388118,85020,61,327,413,33,,18181,20814,26505,111525,85738,,212140
2021-07-21,4.01,157.43,0.169829972321076,2.06981020115562,859,6869,388402,85042,64,281,285,22,,21539,22539,26505,111547,105658,,212174
2021-07-22,4.2,168.27,0.171609331751681,2.00155587733236,868,6832,388707,85053,59,292,307,11,,21909,20745,26505,111558,112934,,212197
2021-07-23,4.23,182.95,0.172400158165283,1.91725226525954,872,6802,389021,85082,69,330,310,26,,19561,22594,26513,111595,122790,,212271
2021-07-24,4.18,192.07,0.173586397785686,1.8249258027562,878,6787,389197,85104,35,182,174,22,,25624,15974,26513,111617,128905,,212271
2021-07-25,4.17,194.1,0.175168050612891,1.73061741241225,886,6843,389226,85110,16,92,32,6,,15242,4681,26513,111623,130269,,212271
2021-07-26,4.31,209.48,0.188216686437327,1.63848612925372,952,7079,389531,85154,135,607,312,45,,5307,33247,26514,111668,140590,,212395
2021-07-27,4.34,216.78,0.193357058125741,1.55119363838034,978,7137,389996,85182,121,557,458,28,,26871,25719,26514,111696,145495,,212395
2021-07-28,4.38,220.53,0.196124950573349,1.47020812389014,992,7208,390367,85225,91,490,375,40,,27934,25047,26515,111740,148007,,212445
2021-07-29,4.36,225.65,0.200672202451562,1.39624903579979,1015,7236,390784,85252,91,501,416,29,,25190,24180,26516,111768,151443,,212497
2021-07-30,4.28,228.13,0.211941478845393,1.32965850428475,1072,7363,391216,85312,165,640,445,60,,24309,24262,26519,111831,153108,,212579
2021-07-31,4.2,228.15,0.217279557137208,1.27064582080033,1099,7409,391581,85355,91,467,365,43,,23471,16000,26519,111874,153126,,212579
2021-08-01,4.18,228.22,0.224792408066429,1.21944221448864,1137,7581,391689,85373,69,312,109,18,,19600,4720,26519,111892,153168,,212579
2021-08-02,4.19,229.82,0.243574535389482,1.17632013154282,1232,7840,392055,85424,170,688,376,51,,5184,34317,26521,111945,154243,,212724
2021-08-03,4.2,231.31,0.263147489126137,1.14131172333253,1331,7974,392634,85480,218,818,608,57,,26829,26712,26524,112004,155241,,212772
2021-08-04,4.22,232.48,0.271055753262159,1.11403299451713,1371,8134,393129,85528,157,772,533,53,,28784,25831,26525,112053,156029,,212844
2021-08-05,4.27,233.95,0.280743376828786,1.09374822809556,1420,8210,393723,85577,150,712,598,52,,26460,25168,26528,112105,157018,,212943
2021-08-06,4.35,236.3,0.288256227758007,1.0794511426114,1458,8368,394324,85637,165,862,615,60,,25077,25837,26532,112169,158592,,213112
2021-08-07,4.37,238.17,0.298536971134836,1.06990947077341,1510,8425,394709,85669,136,482,389,32,,25755,17256,26532,112201,159845,,213112
2021-08-08,4.36,239.18,0.307631474891261,1.06370051008524,1556,8685,394910,85697,117,498,204,30,,20450,5401,26532,112229,160526,,213112
2021-08-09,4.16,241.96,0.329576907868723,1.05934071930606,1667,9022,395310,85765,230,833,407,68,,5775,36175,26539,112304,162392,,213508
2021-08-10,3.98,244.93,0.338473705021748,1.05558169623906,1712,9153,396002,85833,211,944,717,68,,28576,28708,26541,112374,164386,,213516
2021-08-11,3.83,246.76,0.344998022933966,1.05146249122202,1745,9233,396616,85886,158,773,616,54,,30920,27051,26546,112432,165614,,213671
2021-08-12,3.71,248.8,0.3572558323448,1.04627156935893,1807,9465,397162,85963,191,894,566,77,,28554,26531,26546,112509,166979,,213840
2021-08-13,3.58,247.97,0.362000790826414,1.03950453810737,1831,9546,397828,86037,188,836,681,74,,26453,25286,26562,112599,166422,,214027
2021-08-14,3.46,248.57,0.363187030446817,1.03085038782401,1837,9648,398257,86088,118,606,449,51,,24427,17667,26564,112652,166825,,214027
2021-08-15,3.45,248.27,0.366152629497825,1.02024831588839,1852,9798,398445,86132,73,399,193,44,,21172,5193,26564,112696,166625,,214027
2021-08-16,3.4,245.44,0.377224199288256,1.00783170202477,1908,10151,398924,86228,178,950,498,97,,5829,34282,26575,112803,164729,,214415
2021-08-17,3.34,240.4,0.386120996441281,0.993876115440045,1953,10219,399763,86339,245,1075,853,111,,28114,25329,26575,112914,161347,,214417
2021-08-18,3.27,234.42,0.406089363384737,0.978767490025824,2054,10336,400539,86451,299,1036,809,112,,28405,23029,26585,113036,157331,,214561
2021-08-19,3.2,227.53,0.405100830367734,0.962981759459101,2049,10392,401284,86578,186,976,778,127,,23973,21908,26587,113165,152710,,214669
2021-08-20,3.11,223.3,0.413404507710558,0.947075119595889,2091,10515,401946,86660,214,887,682,83,,22319,22443,26590,113250,149868,,214818
2021-08-21,3.07,219.22,0.416370106761566,0.931635540150918,2106,10463,402615,86789,165,805,674,146,,22636,14930,26590,113379,147128,,214818
2021-08-22,3.07,218.31,0.420719652036378,0.917096072726086,2128,10651,402848,86883,103,542,228,96,,17300,4577,26611,113494,146519,,215191
2021-08-23,3.02,211.5,0.437920126532226,0.903700120871067,2215,11007,403285,86991,235,943,447,108,,5166,29725,26612,113603,141951,,215242
2021-08-24,2.98,205.64,0.43910636615263,0.891524019187453,2221,11066,404141,87143,214,1145,871,153,,24853,21399,26616,113759,138017,,215254
2021-08-25,2.94,199.64,0.44266508501384,0.880497131302131,2239,11171,404823,87236,182,883,701,93,,23706,19001,26626,113862,133986,,215463
2021-08-26,2.92,193.53,0.447014630288652,0.870415102664884,2261,11104,405490,87343,191,741,692,110,,19683,17805,26641,113984,129887,,215565
2021-08-27,2.85,186.64,0.448793989719257,0.860959828286147,2270,11162,406229,87438,194,908,750,95,,18249,17817,26652,114090,125261,,215724
2021-08-28,2.78,181.61,0.446619217081851,0.851779417636205,2259,11052,406709,87512,119,465,493,75,,17590,11560,26652,114164,121887,,215724
2021-08-29,2.76,180.09,0.44998022933966,0.842601590061638,2276,11092,406911,87565,71,311,206,53,,13630,3558,26652,114217,120866,,215724
2021-08-30,2.63,169.28,0.452748121787268,0.833261235994862,2290,11245,407355,87663,159,725,446,98,,3795,22476,26667,114330,113615,,216058
2021-08-31,2.57,161.79,0.453143534994069,0.823698031852905,2292,11120,408275,87797,218,941,931,136,,19425,16366,26668,114465,108582,,216074
2021-09-01,2.53,156.25,0.45353894820087,0.813953211782092,2294,11119,408908,87880,187,742,641,85,,17621,15285,26680,114560,104864,,216197
2021-09-02,2.5,149.33,0.449782522736259,0.804161229024268,2275,10934,409615,87983,143,648,719,104,,15911,13161,26686,114669,100222,,216302
2021-09-03,2.46,142.29,0.446619217081851,0.794505602468931,2259,10816,410229,88076,159,624,631,95,,13466,13095,26688,114764,95498,,216402
2021-09-04,2.43,138.89,0.439501779359431,0.785147399211714,2223,10654,410710,88159,124,424,487,85,,13336,9274,26688,114847,93213,,216402
2021-09-05,2.43,137.74,0.438315539739027,0.776205650458122,2217,10644,410888,88208,60,227,177,49,,10410,2791,26688,114896,92444,,216402
2021-09-06,2.35,129.05,0.444642151047845,0.767756814194964,2249,10757,411314,88310,187,661,444,103,,3042,16639,26712,115022,86610,,216653
2021-09-07,2.27,122.1,0.446619217081851,0.759835054615703,2259,10646,412039,88418,200,761,736,120,,14534,11699,26712,115130,81947,,216659
2021-09-08,2.17,115,0.439699485962831,0.75243338298598,2224,10438,412721,88518,174,595,695,100,,12828,10522,26731,115249,77184,,216737
2021-09-09,2.09,110.21,0.433965994464215,0.745518513686944,2195,10323,413273,88621,139,554,554,104,,10969,9946,26742,115363,73970,,216836
2021-09-10,2,105.3,0.425266903914591,0.739069772024742,2151,10115,413880,88701,135,505,612,81,,9966,9798,26756,115457,70669,,216993
2021-09-11,1.91,101.22,0.42131277184658,0.733092344939866,2131,10018,414243,88747,91,322,367,47,,9601,6542,26756,115503,67933,,216993
2021-09-12,1.89,99.87,0.420917358639779,0.72762006614189,2129,10012,414405,88776,34,187,159,29,,7679,1885,26756,115532,67030,,216993
2021-09-13,1.76,92.65,0.415776986951364,0.722717607392961,2103,9986,414778,88862,116,446,381,86,,2062,11790,26767,115629,62179,,217244
2021-09-14,1.67,87.73,0.395413206801107,0.718482910558178,2000,9739,415490,88956,137,577,708,94,,10327,8403,26767,115723,58883,,217243
2021-09-15,1.6,83.82,0.387307236061684,0.715044434544069,1959,9555,416030,89033,119,452,540,79,,9144,7897,26770,115803,56255,,217297
2021-09-16,1.54,79.76,0.385923289837881,0.71253994971087,1952,9297,416554,89098,103,382,570,65,,8128,7221,26779,115877,53532,,217367
2021-09-17,1.49,76.23,0.373863187030447,0.711108726675769,1891,9070,417059,89164,81,371,520,66,,7373,7429,26805,115969,51163,,217465
2021-09-18,1.46,73.97,0.363187030446817,0.71088937356462,1837,8912,417399,89206,68,243,350,42,,7414,5024,26805,116011,49646,,217465
2021-09-19,1.45,73.25,0.362198497429814,0.712017388375763,1832,8887,417505,89234,33,113,108,28,,5814,1402,26805,116039,49162,,217465
2021-09-20,1.38,68.97,0.356860419137999,0.714621824987621,1805,8845,417826,89255,114,373,336,91,,1515,8914,26814,116069,46286,,217580
2021-09-21,1.34,65.96,0.344800316330565,0.71880482254263,1744,8594,418397,89407,136,503,577,152,,7851,6382,26815,116222,44267,,217581
2021-09-22,1.29,63.09,0.327402135231317,0.724570349961776,1656,8414,418859,89465,68,361,463,59,,6794,5972,26817,116282,42344,,217611
2021-09-23,1.27,61.14,0.318109924871491,0.73180418936051,1609,8237,419256,89527,71,301,412,63,,6229,5915,26821,116348,41035,,217666
2021-09-24,1.25,59.15,0.313562672993278,0.740260939105192,1586,8107,419628,89576,72,296,371,49,,5879,6096,26825,116401,39700,,217761
2021-09-25,1.23,57.91,0.31059707394227,0.74954910083737,1571,7980,419912,89605,54,196,287,29,,6012,4187,26825,116430,38863,,217761
2021-09-26,1.22,57.54,0.311783313562673,0.759119077924257,1577,7994,419971,89619,35,89,60,14,,4706,1151,26825,116444,38615,,217761
2021-09-27,1.2,55.64,0.31059707394227,0.768300933942515,1571,7980,420247,89693,94,343,279,74,,1309,7639,26835,116528,37342,,217898
2021-09-28,1.18,54.4,0.301304863582444,0.776518271094123,1524,7801,420645,89751,79,304,398,60,,6765,5552,26835,116586,36513,,217897
2021-09-29,1.16,53.08,0.289837880585212,0.783459437468321,1466,7726,420934,89793,52,254,291,42,,5835,5082,26836,116629,35622,,217933
2021-09-30,1.13,51.66,0.279557137208383,0.789137774553474,1414,7565,421264,89849,58,238,340,56,,5204,4968,26841,116690,34670,,217979
2021-10-01,1.09,49.92,0.26789244760775,0.793914621413072,1355,7410,421579,89895,48,214,312,47,,4935,4931,26844,116739,33506,,218047
2021-10-02,1.06,48.61,0.261961249505734,0.798512531430627,1325,7294,421787,89925,33,141,212,31,,4948,3307,26844,116769,32626,,218047
2021-10-03,1.06,48.46,0.262158956109134,0.803975792430924,1326,7308,421839,89934,19,76,54,9,,3744,1048,26844,116778,32521,,218047
2021-10-04,1.03,46.53,0.262554369315935,0.811414411415583,1328,7299,422072,89984,71,283,246,50,,1138,6344,26849,116833,31230,,218130
2021-10-05,1.02,45.38,0.252866745749308,0.821687849253811,1279,7096,422510,90045,75,290,436,62,,5558,4787,26849,116894,30460,,218129
2021-10-06,1.01,44.41,0.245551601423488,0.835295703836033,1242,7038,422728,90079,40,202,225,34,,4946,4429,26854,116933,29807,,218189
2021-10-07,1.02,43.92,0.237247924080664,0.85234086561,1200,6903,423001,90113,47,194,272,35,,4615,4632,26856,116969,29474,,218242
2021-10-08,1.02,43.58,0.230130486358244,0.872503575844276,1164,6805,423274,90151,52,218,274,38,,4470,4708,26859,117010,29250,,218270
2021-10-09,1.03,43.94,0.222815342032424,0.895028801059642,1127,6706,423485,90166,26,128,211,17,,4734,3543,26859,117025,29488,,218270
2021-10-10,1.03,43.89,0.223803875049427,0.91882402947775,1132,6737,423537,90174,17,91,54,8,,3991,1013,26859,117033,29459,,218270
2021-10-11,1.05,44.53,0.226374060893634,0.94286058573103,1145,6729,423734,90204,58,226,193,30,,1120,6770,26864,117068,29883,,218350
2021-10-12,1.07,45.33,0.219652036378015,0.966333255323942,1111,6629,424018,90257,68,254,285,53,,5880,5319,26864,117121,30420,,218349
2021-10-13,1.09,46.41,0.215697904310004,0.988699897683782,1091,6601,424238,90280,58,219,225,27,,5578,5157,26865,117145,31145,,218378
2021-10-14,1.08,48.94,0.212534598655595,1.00969215178235,1075,6523,424464,90318,44,206,232,38,,5187,6329,26867,117185,32846,,218402
2021-10-15,1.16,48.94,0.207789640173982,1.02930438798477,1051,6470,424693,90352,43,215,229,34,,6099,4708,26869,117221,32843,,218411
2021-10-16,1.21,48.64,0.207394226967181,1.04771394002839,1049,6437,424817,90367,25,109,125,15,,4899,3349,26869,117236,32643,,218411
2021-10-17,1.22,48.62,0.207987346777382,1.06500741180818,1052,6448,424868,90372,18,71,50,5,,3778,995,26869,117241,32628,,218411
2021-10-18,1.27,49.02,0.207394226967181,1.08098712799971,1049,6468,425074,90413,67,277,210,41,,1057,7042,26874,117287,32899,,218529
2021-10-19,1.33,49.87,0.206801107156979,1.09516658350036,1046,6483,425292,90452,63,286,221,39,,5934,5895,26874,117326,33472,,218529
2021-10-20,1.42,51.39,0.202846975088968,1.10682869797632,1026,6465,425537,90473,44,263,249,21,,6036,6175,26879,117352,34489,,218572
2021-10-21,1.73,51.34,0.199485962831159,1.11509398108346,1009,6453,425777,90508,59,273,245,35,,6127,6293,26881,117389,34454,,218586
2021-10-22,1.76,53.77,0.199683669434559,1.11910348059232,1010,6400,426012,90537,58,203,237,30,,6366,6341,26881,117418,36085,,218593
2021-10-23,1.76,55.42,0.199090549624357,1.11856949022153,1007,6348,426213,90560,42,184,203,23,,6291,4456,26881,117441,37192,,218593
2021-10-24,1.76,55.53,0.201265322261764,1.11401871400445,1018,6377,426243,90564,21,63,34,4,,5005,1070,26881,117445,37268,,218593
2021-10-25,1.83,56.43,0.202253855278766,1.10668332259311,1023,6405,426431,90605,74,269,197,42,,1295,7643,26883,117488,37871,,218633
2021-10-26,1.9,57.03,0.207394226967181,1.0983252448385,1049,6445,426654,90643,112,316,236,38,,6603,6298,26883,117526,38275,,218650
2021-10-27,1.95,57.48,0.205219454329775,1.09109205458625,1038,6489,426836,90677,61,283,193,34,,6528,6480,26882,117559,38580,,218663
2021-10-28,2.02,57.68,0.205021747726374,1.08741579748028,1037,6541,427031,90710,58,271,192,33,,6461,6420,26883,117593,38709,,218694
2021-10-29,2.14,59.52,0.204428627916172,1.08967877723047,1034,6534,427286,90737,67,283,255,27,,6433,7578,26884,117621,39946,,218727
2021-10-30,2.21,61.69,0.205417160933175,1.09913472044852,1039,6524,427445,90759,44,176,157,22,,7360,5915,26884,117643,41402,,218727
2021-10-31,2.23,62.57,0.206801107156979,1.11572185033392,1046,6572,427489,90771,20,105,42,12,,6329,1657,26884,117655,41993,,218727
2021-11-01,2.22,54.45,0.211348359035192,1.13821526290437,1069,6639,427519,90777,28,103,31,6,,1866,2195,26884,117661,36544,,218727
2021-11-02,2.47,62.67,0.215697904310004,1.16441247582087,1091,6680,427801,90851,126,416,283,75,,2039,11823,26897,117748,42064,,218771
2021-11-03,2.62,66.48,0.216686437327007,1.19136176767257,1096,6764,428108,90890,95,447,308,39,,10050,9030,26893,117783,44619,,218774
2021-11-04,2.79,70.24,0.217279557137208,1.21585194643941,1099,6718,428434,90937,81,334,328,47,,9502,8944,26895,117832,47144,,218811
2021-11-05,2.95,73.84,0.215302491103203,1.23563568188617,1089,6735,428716,90963,82,334,282,28,,8998,9998,26895,117858,49560,,218832
2021-11-06,3.08,76.52,0.217279557137208,1.25020624341556,1099,6667,428950,90988,55,190,232,25,,9605,7709,26895,117883,51354,,218832
2021-11-07,3.11,76.97,0.217674970344009,1.26064554983469,1101,6709,428990,90998,20,100,41,10,,8547,1962,26895,117893,51660,,218832
2021-11-08,3.36,95.56,0.225583234480032,1.26918174751569,1141,6865,429250,91053,121,483,263,55,,2197,14665,26897,117950,64138,,218868
2021-11-09,3.37,94.68,0.225385527876631,1.27874847046921,1140,6851,429618,91097,99,409,369,49,,12476,11223,26897,117994,63543,,218853
2021-11-10,3.43,99.43,0.228153420324239,1.29246453163157,1154,6906,429919,91130,93,397,301,33,,11883,12213,26897,118027,66731,,218906
2021-11-11,3.41,90.43,0.226374060893634,1.31263252547707,1145,6952,430063,91147,35,212,146,17,,12603,2903,26897,118044,60691,,218906
2021-11-12,3.62,101.4,0.233689205219454,1.33993088610895,1182,7046,430277,91195,98,362,219,48,,3860,17363,26897,118092,68055,,218906
2021-11-13,3.72,105.76,0.237643337287465,1.37349985910738,1202,7050,430476,91211,64,234,198,20,,14646,10636,26897,118108,70978,,218906
2021-11-14,3.77,107.21,0.23922499011467,1.41130672833625,1210,7111,430524,91228,26,125,49,17,,12496,2939,26897,118125,71953,,218906
2021-11-15,4.08,120.72,0.248517200474496,1.45055402901413,1257,7361,430811,91298,144,631,293,70,,3241,23735,26902,118200,81021,,219001
2021-11-16,4.28,132.91,0.252471332542507,1.48814731324597,1277,7535,431216,91345,135,647,410,48,,19778,19400,26902,118247,89200,,219002
2021-11-17,4.54,145.05,0.25701858442072,1.52134877896564,1300,7663,431559,91395,107,525,345,50,,20294,20363,26908,118303,97349,,219064
2021-11-18,4.7,172.9,0.263542902332938,1.54844635868111,1333,7787,431887,91447,119,522,341,57,,20366,21584,26908,118355,116041,,219130
2021-11-19,4.79,182.18,0.267497034400949,1.56878203678442,1353,7940,432215,91497,129,563,346,57,,21220,23577,26908,118405,122268,,219166
2021-11-20,4.89,192.55,0.263542902332938,1.58251597999815,1333,7974,432421,91520,40,269,212,24,,22678,17595,26908,118428,129228,,219166
2021-11-21,4.92,194.52,0.264729141953341,1.59035229674239,1339,8038,432497,91535,27,158,78,15,,19749,4268,26908,118443,130554,,219166
2021-11-22,5.18,214.63,0.277975484381178,1.59329138702437,1406,8338,432957,91629,188,865,464,94,,5266,37240,26911,118540,144046,,219363
2021-11-23,5.33,233.08,0.287663107947806,1.59236280557425,1455,8525,433411,91713,192,759,456,84,,30454,31762,26911,118624,156434,,219389
2021-11-24,5.46,252.81,0.293198892843021,1.58824904735546,1483,8765,433833,91793,137,770,424,80,,32591,33617,26912,118705,169675,,219535
2021-11-25,5.53,273.41,0.29636219849743,1.58129290963863,1499,8981,434310,91865,139,778,502,73,,33464,35425,26912,118777,183502,,219535
2021-11-26,5.66,295.07,0.309015421115065,1.57162176007312,1563,9181,434775,91925,176,744,481,60,,34436,38120,26912,118837,198036,,219535
2021-11-27,5.75,309.59,0.319691577698695,1.55924996500151,1617,9271,435027,91959,102,388,259,34,,37218,27346,26912,118871,207781,,219535
2021-11-28,5.77,313.25,0.322657176749703,1.54414739360989,1632,9381,435119,91982,42,224,93,23,,31648,6726,26912,118894,210239,,219535
2021-11-29,6.03,345.47,0.345788849347568,1.52627790704559,1749,9860,435531,92085,253,1043,420,103,,8279,58865,26931,119016,231860,,220052
2021-11-30,6.15,369.74,0.36061684460261,1.50564473427063,1824,10249,436187,92199,271,1187,670,114,,47177,48054,26932,119131,248153,,220086
2021-12-01,6.24,391.32,0.372874654013444,1.48239500525409,1886,10558,436766,92292,215,992,586,93,,49610,48099,26935,119227,262635,,220211
2021-12-02,6.34,414.78,0.382364570976671,1.45678651728882,1934,10790,437363,92395,193,950,600,103,,48416,51171,26935,119330,278381,,220399
2021-12-03,6.46,435.15,0.406880189798339,1.42912036961912,2058,11103,438044,92508,281,1153,681,114,,49858,51789,26949,119457,292049,,220630
2021-12-04,6.45,448.08,0.402728351126928,1.39969058729801,2037,11340,438440,92557,119,694,401,49,,51624,36026,26949,119506,300729,,220630
2021-12-05,6.45,451.35,0.408461842625544,1.36879368292283,2066,11526,438589,92586,70,369,150,29,,42252,8921,26949,119535,302924,,220630
